measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2006,123.2867988916622,256.51578676760323,41.23144812900212
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2006,46.38983581870221,98.51529306258773,14.70565064614739
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2006,2801.109506783927,5479.468616525093,989.2003831710795
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2006,760.4530223214672,1739.8070784577474,240.90272853506983
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2006,43.124609736396685,99.19373687947419,13.470406306743918
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2006,32.974023858289954,88.6325982189438,14.222162122132131
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2006,0.6614865144976229,1.623598437488459,0.3477958296389369
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2006,20.753733010682584,59.28015349871958,8.22743385112855
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2006,9.752174913642444,26.2263026509757,4.195162161591076
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2006,2.2612436442044435,3.4809179421731717,1.6314106507175494
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2009,0.03745851742736162,0.059215576335270026,0.02658921271537593
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2009,0.03601007947390603,0.04283134297655834,0.030062530800373532
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2009,0.886700172727924,1.0304578442850143,0.7688354941145584
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2009,0.42964483316186614,0.4824207758496692,0.3825685820125994
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2009,0.24377557899318755,0.30232818998887584,0.19717275410895152
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2007,3548.6491672016364,7055.068904497142,1446.0642106928133
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2007,1530.7519498773931,2871.914482338089,638.5593684889873
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2007,7766.311180150546,14050.008632793248,3318.523374853926
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2007,4270.990741288202,8118.869494553402,1768.5027743232652
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2007,299.4131451525695,562.6389669887826,124.62398382832436
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2009,86.90575108335055,193.16243378208253,26.404800340042335
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2009,32.751482930432715,75.14898534072573,10.078730714714572
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2009,2201.6550055088433,4533.602364829615,719.9381625358799
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2009,587.9801947049564,1343.957330325474,175.3839944664643
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2009,34.080825453576956,78.62248465351468,9.516985485413189
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2003,572.4645809999649,1111.5327584796376,224.71093192390313
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2003,378.51940182324745,708.9627600133164,153.6791576803244
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2003,1277.3231198642325,2430.912107883447,564.6681896025781
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2003,477.11942960576005,933.6050830448229,205.39358469154067
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2003,41.80040404931671,80.29063881026686,18.39502012010499
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2007,571480.7859659828,891215.3425078847,313560.0352761043
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2007,35656.06893032583,57981.009598387755,18853.497673392296
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2007,100008.06982199296,167245.05724343972,53230.43037145575
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2007,118825.18877448198,198743.7961422018,63910.43349728677
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2007,14613.948050049265,22741.962127080755,8452.29786993282
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2004,16.376128868692064,49.35265066995222,6.331949717322133
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2004,0.7428423137558443,1.9875366346199863,0.41177576040019986
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2004,14.423234772258708,40.66580131061873,7.4114732860386825
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2004,6.662525255340114,16.49552404319372,4.072046091881563
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2004,2.4870936135123634,4.025980032692806,1.8045945470604527
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2003,37648.24390484849,71567.74926362553,16723.641309318795
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2003,26741.352197437194,42752.860354071796,13719.656610979484
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2003,17965.98942216479,29489.84254429367,8805.901163593811
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2003,12275.545517752753,20434.53930825004,5693.207333863569
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2003,1231.0239590758065,2035.2087005541186,567.4966603553354
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2004,134.50853141399395,324.868278325207,34.97625699410919
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2004,51.772837360137764,122.99524173953785,13.561029469995718
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2004,3072.6200599279787,6126.700402662745,980.4208657987625
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2004,833.7105376132474,1882.4593096567921,226.330075690008
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2004,112.32374804573472,259.27022115297507,29.652727569834838
Deaths,North America,Both,Under 5,Malaria,Number,2007,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2007,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2007,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2007,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2007,0.0,0.0,0.0
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2010,426.38813940220234,887.8965586754558,182.7294335505357
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2010,251.1359332089652,501.37660059896825,115.70760290150287
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2010,1429.200728096307,2780.612895516422,653.9880274194539
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2010,548.3579039897029,1137.5379756758336,237.70765201798736
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2010,19.972850081588675,41.724729838797934,8.726487172954377
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2010,3774.5448701301766,7199.699984343056,1638.3903083376713
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2010,1641.521028786528,3053.2544197176817,733.0921798035083
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2010,9766.22249811908,17724.950220850762,4525.338022366769
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2010,5946.468353085533,11529.986004542541,2601.7598319810686
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2010,177.19597329487283,346.93600548690233,78.77161972404933
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2010,542086.3728798218,874785.9321859465,286616.6535199133
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2010,24499.551019007813,41747.985446577615,13646.337362090979
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2010,22479.14086856796,36987.2276710353,13211.98944771576
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2010,15794.324933530927,29522.663415950028,8520.913701313815
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2010,11207.554677378595,21341.22935816204,6070.056650866272
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2010,488.7827245878732,909.3282338339786,260.5683813667486
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2010,34711.33447366881,57488.94731390474,16999.122976218016
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2010,101121.84892092591,173661.69258114058,49255.706296792014
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2010,121520.3124825971,200174.49563698558,58889.40724806607
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2010,7503.585735303004,13672.883716678863,3240.60909932207
Deaths,North America,Both,Under 5,Malaria,Number,2010,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2010,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2010,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2010,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2010,0.0,0.0,0.0
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2009,376.82812446572495,769.2767599576101,158.9792796827651
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2009,225.10561496878688,435.69266571690775,97.2046310210666
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2009,1230.4274572172415,2395.6302412328128,527.615472125669
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2009,462.59696678467594,944.8343159602489,189.21825918499326
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2009,17.514734391341126,34.46699696521723,7.96673342601274
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2011,0.01663941336116945,0.02447519413100053,0.011484405639258299
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2011,0.019620042694531256,0.02423075378572702,0.015395320521428816
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2011,0.45167770170985283,0.5379327294242912,0.38180585262947003
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2011,0.2564271955825202,0.29770665445945893,0.22332241093012645
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2011,0.14876680715502055,0.1917162979418802,0.11851494288416303
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2011,90.27405960567354,233.0158948084994,20.336001909734357
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2011,41.00604999537573,104.0719660881993,9.58179404195564
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2011,3010.3671972739717,6356.002966105498,873.4953850134834
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2011,865.9586009778225,2118.8556908601945,203.25295393034696
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2011,51.49168274751597,129.06079707253824,11.487953373182956
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2005,2921.156544248753,6238.921042238181,1183.936666279272
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2005,1193.1858810484514,2533.7338861896606,488.91767706241166
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2005,6000.128046412259,12214.001182117714,2563.6116611294597
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2005,3110.6083181548024,6741.740588928893,1312.6307511236719
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2005,210.79838796754728,449.4199268419198,88.93172175006434
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2009,23766.344904300375,40911.34466587148,13505.891243448148
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2009,19996.856149666943,32263.479462509284,11924.035120139575
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2009,13849.551131979211,23300.481397303643,7128.708300143745
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2009,9896.324686400292,17087.815150039412,5133.903212876795
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2009,445.82421460387087,797.861593818968,230.12306261679564
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2005,579048.0796325116,917188.8750543493,301502.1616620189
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2005,34461.19648826502,56433.936547422774,17602.048407161434
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2005,96597.6330013285,163907.9781997678,49014.87960682979
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2005,114109.76131821501,190321.6643747695,58849.41555527098
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2005,13674.935731250174,21012.65755322935,7702.4253225998345
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2010,0.017624223528513144,0.02525096251689413,0.01216011116341464
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2010,0.021666059419819805,0.026504858569758042,0.017469690890081404
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2010,0.4752457816075148,0.5602757330099231,0.4037432007687009
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2010,0.2697649229599131,0.312655827801496,0.23614091441870463
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2010,0.15175987812173558,0.19498858536630193,0.12043666755141808
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2010,108.5114708431553,271.4588064103948,26.61462695233702
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2010,47.74594388521066,127.64597049573892,11.629782915250967
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2010,3278.868006173555,7044.142744090334,985.7276760293938
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2010,931.6960390774145,2412.975279701466,242.6447790871798
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2010,55.367421680572235,144.75839431484013,13.692875191233421
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2011,2979.8917022031223,6016.220162075405,1193.5554659282236
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2011,1263.7858473626682,2498.0552273007556,527.2169871168721
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2011,8129.434118572403,15139.998693188443,3514.7235683873632
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2011,5003.176858198192,9803.274071432565,2059.958324752322
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2011,154.33912159631868,296.97666348341954,65.66819382434865
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2012,2717.489468834346,5361.772356288399,1060.8590065790568
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2012,1151.095476387032,2287.378148398233,461.32862309962053
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2012,7078.1736530145745,13184.622812212914,2987.259616133113
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2012,4532.220747917178,8868.589570015998,1785.0845172090471
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2012,122.16070365578967,236.6798182283211,51.12310355618524
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2012,234.08176255650716,465.6889142355104,102.40073353239845
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2012,141.00136240704808,277.0340128041793,63.166428575072274
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2012,832.8876590447537,1629.4425837692709,374.99693279630816
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2012,317.2490668526657,619.7081958661065,137.71060468688344
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2012,11.160564653152163,22.006329141573065,5.001586543141502
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2012,487445.94853109645,804701.5095065092,240272.53838533285
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2012,31533.56734994156,54234.16349339364,14138.639609066095
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2012,92534.77423473621,161246.42544707048,40214.20496097827
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2012,112745.9079848861,195089.5230092109,49613.95080200796
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2012,6653.893817005828,12723.14864065604,2609.7258656030394
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2012,18611.428570851247,31819.78027647776,10330.944154162935
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2012,16380.768547501903,26508.227562983637,9496.348375035292
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2012,10304.336000570125,18033.98113151566,5403.692663688352
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2012,8100.789055111102,14585.4404974885,4302.275663193374
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2012,320.8184543533496,576.3094178441333,171.87391069436097
Deaths,North America,Both,Under 5,Malaria,Number,2005,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2005,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2005,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2005,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2005,0.0,0.0,0.0
Deaths,North America,Both,Under 5,Malaria,Number,2012,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2012,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2012,0.0,0.0,0.0
Deaths,North America,Both,Under 5,Malaria,Number,2011,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2011,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2011,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2011,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2011,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2013,0.0,0.0,0.0
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2013,83.39880505301464,230.68094300801468,15.49905366013173
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2013,38.798792830995296,109.56599967895173,6.3164107066321105
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2013,2932.494722755523,6592.661699753146,559.960273513308
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2013,874.7702634496417,2486.939927363602,132.16606742941315
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2013,51.44430455743313,140.69593340057085,7.039698297274336
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2011,512961.44680596126,831773.3345200861,259193.2290672997
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2011,32840.77825918969,55507.028329234585,15345.005034122274
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2011,97141.0101451653,167994.6127590243,44954.93561706282
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2011,117175.78482863301,201559.70626529385,54147.83453781456
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2011,7063.618382042308,13314.719031684584,2927.5326501966506
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2007,401.03314414194506,803.6906821295961,166.42624173240256
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2007,253.03159419118526,485.4050652823362,108.36108217226518
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2007,1112.190159154996,2150.5079808992914,489.528959573102
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2007,413.3883494962052,826.1769445010444,177.3084530211604
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2007,35.65341606953924,70.43977412085201,16.01453860016871
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2013,190.2903105180949,365.05292005722595,80.3884013364488
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2013,115.37041247458926,212.94649838682292,47.70803679367379
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2013,734.6182017262464,1379.8300324928832,318.7499746709291
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2013,288.9772605412248,559.3881631430818,124.02461555382881
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2013,10.228205361771957,19.151163888979266,4.460103269598259
Deaths,Latin America & Caribbean - WB,Both,Under 5,Malaria,Number,2014,133.68121497182722,249.67063496232853,55.41442694945764
Deaths,Latin America & Caribbean - WB,Both,5-14 years,Malaria,Number,2014,78.53696646084727,141.33069458312067,32.547531456451544
Deaths,Latin America & Caribbean - WB,Both,15-49 years,Malaria,Number,2014,510.29982544296115,946.3166931275481,212.66601411558472
Deaths,Latin America & Caribbean - WB,Both,50 to 74 years,Malaria,Number,2014,205.38319382717893,387.6964156506635,87.08508979901629
Deaths,Latin America & Caribbean - WB,Both,75 plus,Malaria,Number,2014,18.377172325891756,33.27756888789664,7.7619322280366365
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2014,1092.6658916418478,2218.808964422574,466.80565159425663
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2014,445.2765831103416,929.4488309847072,187.15051689498358
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2014,3250.0069088203236,6062.544836490286,1447.01532316434
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2014,2047.812361407699,4001.7895294343425,893.575034314183
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2014,134.47916842884771,252.24298269368234,58.79897361096825
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2014,17090.31697966872,27714.953555180542,9399.404009441598
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2014,11490.281276607406,18634.398626277678,6634.692883655042
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2014,10723.811164444947,18523.45156548089,5506.5223705709395
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2014,9870.625038446677,17343.584129407573,5066.647271705106
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2014,975.5210279028961,1773.9643419329423,494.0837923834023
Deaths,Sub-Saharan Africa - WB,Both,Under 5,Malaria,Number,2014,434572.7120292089,743713.7024621144,206327.2360239018
Deaths,Sub-Saharan Africa - WB,Both,5-14 years,Malaria,Number,2014,29790.466975284606,53671.85313635971,13266.759449219391
Deaths,Sub-Saharan Africa - WB,Both,15-49 years,Malaria,Number,2014,82553.67172562628,153153.9755527512,34535.61976575382
Deaths,Sub-Saharan Africa - WB,Both,50 to 74 years,Malaria,Number,2014,101153.3653248622,189321.72525297763,41258.16890923749
Deaths,Sub-Saharan Africa - WB,Both,75 plus,Malaria,Number,2014,13430.067600725446,26737.455451174385,5324.473529770805
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2007,29066.17231478917,57393.449920723106,14142.752831279267
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2007,21565.023869867364,38084.49972681921,11685.965598690886
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2007,14246.053747631024,26981.932470416185,6501.557989263234
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2007,10296.524243259486,20553.953090755298,4561.377938159343
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2007,1089.9624984399925,2432.4307410027823,467.2995299945453
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2014,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,50 to 74 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,75 plus,Malaria,Number,2014,0.0,0.0,0.0
Deaths,South Asia - WB,Both,Under 5,Malaria,Number,2013,13797.79986854536,22437.88259550484,7984.254259454174
Deaths,South Asia - WB,Both,5-14 years,Malaria,Number,2013,9876.108754073353,15932.986578707778,5759.760626544508
Deaths,South Asia - WB,Both,15-49 years,Malaria,Number,2013,7372.859850109666,12424.524777542603,3982.8964280551804
Deaths,South Asia - WB,Both,50 to 74 years,Malaria,Number,2013,6277.320377573056,10737.861585822193,3361.510174610991
Deaths,South Asia - WB,Both,75 plus,Malaria,Number,2013,243.39822121294452,422.11881370471434,129.61846250394174
Deaths,North America,Both,Under 5,Malaria,Number,2014,0.0,0.0,0.0
Deaths,North America,Both,5-14 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,North America,Both,15-49 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,North America,Both,50 to 74 years,Malaria,Number,2014,0.0,0.0,0.0
Deaths,North America,Both,75 plus,Malaria,Number,2014,0.0,0.0,0.0
Deaths,Middle East & North Africa - WB,Both,Under 5,Malaria,Number,2014,118.0932144723118,308.55159775091465,29.057626401851167
Deaths,Middle East & North Africa - WB,Both,5-14 years,Malaria,Number,2014,51.22305213762819,147.7016319641011,9.86459319718703
Deaths,Middle East & North Africa - WB,Both,15-49 years,Malaria,Number,2014,3377.7802029466147,7941.803673538426,598.1305156875769
Deaths,Middle East & North Africa - WB,Both,50 to 74 years,Malaria,Number,2014,1060.8735547665285,3171.9811681114884,153.45514671615962
Deaths,Middle East & North Africa - WB,Both,75 plus,Malaria,Number,2014,152.87632487973414,448.60504136129543,18.442885978335564
Deaths,East Asia & Pacific - WB,Both,Under 5,Malaria,Number,2015,671.4246874728826,1366.754890799389,260.6470486870016
Deaths,East Asia & Pacific - WB,Both,5-14 years,Malaria,Number,2015,274.14783621248137,571.8057284516874,107.17052703238174
Deaths,East Asia & Pacific - WB,Both,15-49 years,Malaria,Number,2015,1958.7280526537818,3682.169129179361,806.4019645156366
Deaths,East Asia & Pacific - WB,Both,50 to 74 years,Malaria,Number,2015,1306.0342714918672,2466.784484939074,528.1880675200821
Deaths,East Asia & Pacific - WB,Both,75 plus,Malaria,Number,2015,31.994402149302797,59.38180048022257,13.362087716158156
Deaths,Europe & Central Asia - WB,Both,Under 5,Malaria,Number,2015,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,5-14 years,Malaria,Number,2015,0.0,0.0,0.0
Deaths,Europe & Central Asia - WB,Both,15-49 years,Malaria,Number,2015,0.0,0.0,0.0
