ID,round,phase,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,dwmean_1,dwmean_2,dwmean_3,dwmean_4,schemas_1,schemas_2,schemas_3,schemas_4,RT_1,RT_2,RT_3,RT_4,payoff,accuracy,performance,novelty,breakR,afterbreak,type
LH1255,3,5,20,5,2,2,246,4,1,1,0.369729649,0.5210298,0.2025116,0.87355,7,8,7,3,91.3232234,3.3691927,0.7640437,2.215538089,3.5,0.5,28,0,5,0,LH
LH1255,3,6,20,1,17,18,185,0,54,110,0.389920152,0.3900223,0.349438171,0.214886165,5,5,1,2,72.9151705,1.0920625,20.124151,24.74982839,4.5,0,18,0,5,0,LH
LH1255,4,7,20,8,6,17,268,10,10,35,0.473911863,0.269469964,0.275106645,0.411382083,8,2,6,6,128.9343746,4.0252302,3.6972115,15.66780399,2.25,0.5,18,0,5,0,LH
LH1255,4,8,20,20,2,14,222,100,1,19,0.376779398,0.440361824,0.5845334,0.38532204,7,1,4,9,85.0978673,46.8946823,1.9651124,12.49710159,2.75,0.5,22,0,5,0,LH
LH1255,5,9,20,3,2,19,207,3,1,93,0.508836796,0.19151095,1.3020745,0.590040472,7,10,1,9,114.0205216,1.3270759,2.604149,57.72793399,5.5,0.5,22,0,5,1,LH
LH1255,5,10,20,1,4,6,250,0,9,9,0.358526482,0.5920339,0.23401338,0.135600859,6,2,6,2,92.1492706,1.170067,2.606149,1.356008589,3,1,36,0,5,1,LH
LH1255,6,11,20,6,6,18,189,6,7,91,0.382027114,0.276444386,0.2358885,0.318953026,1,2,1,10,73.6172106,2.465141,2.0901196,30.29974089,5.5,0.5,22,0,5,1,LH
LH1255,6,12,20,13,4,17,199,27,3,87,0.382601884,0.232334714,0.32751875,0.276720374,3,3,7,3,77.1424123,7.1294077,1.7941027,25.85879629,4.5,0,18,0,5,1,LH
LH1255,7,13,20,4,6,16,168,8,15,26,0.484069107,0.1074506,0.233013331,0.893236274,5,5,8,8,81.9006844,1.4350821,3.8082178,24.82168069,6,1,72,0,5,1,LH
LH1255,7,14,20,1,17,19,120,0,30,118,0.426495469,0.5130294,0.377892584,0.348843482,10,10,10,6,53.3990542,0.8270473,12.1206933,42.14824589,5.5,0.5,22,0,5,1,LH
LH1255,8,15,20,8,2,7,130,15,7,8,0.61173728,0.666913144,1.2344456,1.285471365,5,9,7,9,80.6996158,11.1696388,10.8266193,12.36428769,5.5,0.5,22,0,5,1,LH
LH1255,8,16,20,5,14,16,56,5,30,34,0.544996084,0.2338467,0.343697077,0.748853871,10,6,10,6,31.3877953,1.731099,10.6546094,26.70891409,5.5,0.5,22,0,5,1,LH
LH1255,9,17,20,10,7,20,300,15,10,109,0.378549891,0.13550775,0.663856145,0.440343368,6,6,6,7,114.3485403,2.8231615,7.9254533,49.30543479,3.75,0.5,15,0,5,1,LH
LH1255,9,18,20,4,19,1,223,4,50,0,0.315343929,0.22141266,0.239503896,1.0300589,3,9,10,10,70.6370402,1.7000973,12.6827254,1.530606889,5.75,0.5,23,0,5,1,LH
LH1255,10,19,20,2,6,16,395,1,11,89,0.223285498,0.3040174,0.183343825,0.422968637,4,9,3,4,88.4210574,0.8420482,2.465141,38.63947009,5.25,0.5,21,0,5,1,LH
LH1255,10,20,18,3,3,17,95,3,2,59,0.365625078,0.343019625,0.452359233,0.544464475,1,10,2,10,35.5050307,1.6380937,1.3570777,33.64695159,6,1,72,0,5,1,LH
LH1829,1,1,20,9,18,18,1049,58,87,83,0.201417235,0.16502639,0.296403317,0.268632189,9,2,9,10,219.5715588,10.1875827,26.0834919,22.56510388,3.5,0.5,28,0,5,0,LH
LH1829,1,2,19,5,18,18,149,4,90,84,0.302137281,0.26161494,0.225419487,0.39589865,6,6,5,6,46.2716466,1.4640837,20.7801886,33.68338708,4.25,0.5,34,0,5,0,LH
LH1829,2,3,20,6,17,17,368,11,81,76,0.268833805,0.318518225,0.248648368,0.258558141,6,7,1,8,99.6697007,4.3212472,20.3891662,20.04798478,4,1,48,0,5,0,LH
LH1829,2,4,16,6,5,6,81,7,13,23,0.26063686,0.2727656,0.261872121,0.344545053,10,9,9,4,21.3722225,2.605149,3.6662097,8.269081279,6,1,72,0,5,0,LH
LH1829,3,5,20,8,3,12,73,14,6,30,0.626400695,0.199678087,0.2182982,0.233981126,4,7,6,6,47.4407135,4.4922569,2.1221214,8.414124979,3,1,36,0,5,0,LH
LH1829,3,6,20,6,20,14,104,14,107,37,0.391793838,0.184210533,0.457600246,0.538188676,10,10,10,10,41.5433761,3.9312249,51.5579489,21.26693088,2.25,0.5,18,0,5,0,LH
LH1829,4,7,20,3,6,2,114,2,5,4,0.358385716,0.468026767,0.852882133,0.24021374,7,10,10,10,42.3844242,2.1371222,6.0993489,1.963855879,6,1,72,0,5,0,LH
LH1829,4,8,20,15,18,12,137,40,72,50,0.37825352,0.615327878,0.503056173,0.34227448,5,4,3,2,53.726073,27.7525873,38.673212,20.16375158,5.75,0.5,46,0,5,0,LH
LH1829,5,9,19,5,4,5,172,4,9,4,0.431695212,0.18121034,0.65823764,1.154338736,6,7,6,6,87.9370297,1.9661124,7.5194301,6.473733879,4,1,48,0,5,1,LH
LH1829,5,10,19,3,17,19,112,3,44,50,0.489966081,0.588783675,0.418801733,0.587621843,8,10,10,10,61.2775049,2.9631695,20.858193,33.21637038,6,1,72,0,5,1,LH
LH1829,6,11,20,5,10,19,180,15,15,121,0.350357056,0.315893069,0.258577294,0.399986673,1,4,1,2,63.5856369,5.8033319,4.633265,49.63942218,3.75,0.5,15,0,5,1,LH
LH1829,6,12,20,2,4,19,174,1,3,252,0.276604393,0.53053035,0.41352365,0.259294157,9,8,8,5,48.7177865,1.4350821,1.8411053,66.25545908,2,1,24,0,5,1,LH
LH1829,7,13,20,5,3,20,100,6,10,350,0.340613538,0.100577157,0.205648127,0.362246958,1,10,1,8,38.3901958,1.8411053,3.3851936,151.7370892,5,0.5,20,0,5,1,LH
LH1829,7,14,17,3,20,5,56,4,189,6,0.311316056,0.06560374,0.385132556,0.6153209,5,7,5,3,21.9492554,1.0450598,85.3638825,5.765093579,3.25,0,13,0,5,1,LH
LH1829,8,15,20,2,3,12,240,4,4,21,0.370390479,0.3060175,0.23041318,0.50577159,1,2,10,6,104.0219497,1.9651124,1.4040803,13.17109198,4,1,48,0,5,1,LH
LH1829,8,16,20,5,18,19,143,8,44,78,0.37323663,0.142008133,0.277749218,0.284370697,5,9,8,5,61.3865111,2.0591178,14.2278138,28.81381498,6,1,72,0,5,1,LH
LH1829,9,17,20,8,17,6,163,13,58,27,0.426987838,0.440239471,0.481502114,0.19162646,1,5,5,6,77.2354176,8.9855139,35.0690058,11.33888258,4.25,0.5,17,0,5,1,LH
LH1829,9,18,20,8,17,2,73,13,56,1,0.438052077,0.558174779,0.227328791,1.17756735,3,10,4,10,38.1891843,9.7965604,21.1852117,3.370104379,4.75,0,19,0,5,1,LH
LH1829,10,19,20,7,11,13,168,9,27,48,0.390483871,0.29341679,0.262407864,0.195807122,9,2,5,9,74.3812543,4.0712329,9.0795193,13.32920828,5.75,0.5,23,0,5,1,LH
LH1829,10,20,20,4,3,18,119,4,2,49,0.362270721,0.19981144,0.296683633,0.273559702,7,7,6,6,51.2939338,1.7941026,0.9980571,15.86211008,3,1,36,0,5,1,LH
LH1837,1,1,20,5,15,6,279,8,61,13,0.451450824,0.227012989,0.475075558,0.152201603,9,7,3,7,138.7949386,2.5601464,31.6658112,4.268944748,3.25,0.5,26,0,6,0,LH
LH1837,1,2,20,2,2,3,106,1,1,6,0.639578636,0.48302765,0.7955455,0.224156078,6,6,6,6,70.4810312,1.7160982,2.1991258,2.334136248,4,1,48,0,6,0,LH
LH1837,2,3,20,5,6,12,172,8,23,20,0.446996665,0.2322355,0.3328107,0.632659807,2,2,2,2,80.2785917,2.9481686,9.2975318,14.23491025,2.75,0.5,22,0,6,0,LH
LH1837,2,4,20,7,18,9,170,11,52,11,0.494349914,0.169009667,0.478876447,0.636098446,5,7,3,5,85.9719173,2.6371508,26.5665196,8.365223248,5.75,0.5,46,0,6,0,LH
LH1837,3,5,20,6,4,7,152,7,9,33,0.401225563,0.362645737,0.65193729,0.26605114,9,10,9,10,61.7615325,3.7282133,7.9244532,9.872786048,3.5,0,14,0,6,0,LH
LH1837,3,6,20,4,7,15,153,3,8,34,0.407412914,0.51077925,0.233902256,0.378421646,5,7,7,6,63.2896199,2.5581464,2.8701641,14.05207845,3.25,0.5,26,0,6,0,LH
LH1837,4,7,20,5,16,13,107,15,36,36,0.53515098,0.167634587,0.449863568,0.345072418,10,8,3,9,58.797363,3.759215,17.6600101,13.82773995,4,0,16,0,6,0,LH
LH1837,4,8,20,14,17,14,129,34,40,31,0.515160233,0.317789609,0.418536137,0.423526245,5,5,1,4,67.9538867,14.3208191,17.7520154,14.84891405,3.25,0,13,0,6,0,LH
LH1837,5,9,20,13,7,8,258,26,14,24,0.343861366,0.270941426,0.4160238,0.325125238,7,1,7,9,90.4341725,8.3924801,6.8953944,9.579213948,3.75,0,15,0,6,0,LH
LH1837,5,10,20,4,2,3,178,3,3,2,0.373188942,0.38202185,0.44852565,1.013792283,6,5,6,6,66.9248279,1.9651124,2.2621294,3.540405548,4,1,48,0,6,0,LH
LH1837,6,11,20,3,12,8,146,2,30,13,0.559168037,1.024391933,0.304436765,0.320635839,10,2,3,2,82.3687112,3.635208,9.9215674,5.080935548,4.25,0.5,17,0,6,1,LH
LH1837,6,12,20,5,4,5,140,5,6,9,0.417215352,0.267848633,0.951625857,0.519020565,6,7,5,8,58.8273647,2.1221214,6.8953944,6.452277848,4.5,0,18,0,6,1,LH
LH1837,7,13,20,10,7,13,279,29,16,46,0.301806548,0.177876843,0.221189124,0.224439595,8,2,3,10,84.9418584,6.0533463,4.773273,11.07969135,5,0.5,20,0,6,1,LH
LH1837,7,14,20,19,13,8,162,51,19,15,0.349044504,0.318902856,0.354870305,0.178819884,7,1,9,5,57.34628,17.3629931,7.4564265,3.580159248,4.5,0,18,0,6,1,LH
LH1837,8,15,20,10,8,11,173,26,11,24,0.298563054,0.290164744,0.689039408,0.270847838,8,3,5,8,52.6510114,8.5024864,8.9225103,8.282282348,5.75,0.5,23,0,6,1,LH
LH1837,8,16,10,18,4,9,36,69,3,11,0.232310584,0.615763793,1.27557295,0.366599646,9,1,10,10,8.5954916,45.0685778,6.0533462,5.039232348,4.75,0,19,0,6,1,LH
LH1837,9,17,20,10,4,17,125,21,9,31,0.522355272,0.239695527,0.27461572,0.632585867,7,7,7,6,66.2847912,5.6313221,4.1972401,21.30380845,3,1,36,0,6,1,LH
LH1837,9,18,20,5,16,4,87,5,36,4,0.488755228,0.904885083,0.664497465,0.24242741,2,10,9,10,43.1964707,5.7253275,25.6774686,1.947179148,5.5,0.5,22,0,6,1,LH
LH1837,10,19,20,2,5,5,282,1,18,10,0.246897514,0.3355192,0.1813788,0.219419795,5,3,3,5,71.8541098,1.2010687,4.0872338,3.489679348,5.5,0,22,0,6,1,LH
LH1837,10,20,20,2,4,6,156,2,3,7,0.37867771,0.5666991,0.511029225,0.632186831,10,10,10,4,61.2925057,1.7000973,3.0891767,5.509520448,5.25,0.5,21,0,6,1,LH
LH1837,11,21,20,5,4,12,264,5,5,36,0.216465211,0.181843733,0.200344783,0.282502643,1,10,10,1,58.6873568,1.591091,1.8411053,10.75093625,6,1,72,0,6,1,LH
LH1837,11,22,20,2,6,7,71,1,10,7,0.611868331,0.5000286,0.347474418,0.246648918,9,8,5,2,45.2085858,2.0601179,4.4922569,2.441218148,4.75,0,19,0,6,1,LH
