"","ID","round","phase","OB_1","OB_2","OB_3","OB_4","AS_1","AS_2","AS_3","AS_4","dwmean_1","dwmean_2","dwmean_3","dwmean_4","schemas_1","schemas_2","schemas_3","schemas_4","RT_1","RT_2","RT_3","RT_4","payoff","accuracy","performance","novelty","breakR","afterbreak","type"
"145","H1342",11,21,20,7,5,10,120,6,9,22,0.239404959,0.205142857,0.1497,0.206651934,14,7,12,7,29.671,1.436,2.183,5.892994477,5,0,20,1,7,1,"H"
"146","H1342",11,22,20,4,1,5,176,3,0,9,0.278943503,0.19875,0.437,0.047799448,13,13,13,11,50.56,0.795,0.437,0.477994477,2.5,0.5,10,1,7,1,"H"
"147","H1342",12,23,20,3,4,16,122,3,4,26,0.256317073,0.2225,0.1404,0.336814815,1,3,1,3,32.339,0.89,0.702,12.262,4,0,16,1,7,1,"H"
"148","H1342",12,24,20,9,12,1,144,18,19,0,0.271448276,0.184684211,0.28935,0.670994477,11,11,12,7,41.45,4.664,6.848,1.387994477,4.75,0,19,1,7,1,"H"
"149","H1466",1,1,19,5,14,6,50,7,21,11,0.25427451,0.190875,0.185772727,0.35449332,8,7,7,5,20.982,2.699,5.086,4.924919837,4.75,0,19,0,9,0,"H"
"150","H1466",1,2,19,5,5,9,52,4,4,10,0.17245283,0.181,0.0656,0.197447258,4,3,10,3,10.234,1.233,1.123,2.561919837,3.75,0,15,0,9,0,"H"
"151","H1466",2,3,20,5,4,16,61,4,4,27,0.226241935,0.1498,0.181,0.267961423,10,7,10,7,16.412,1.404,1.591,8.032919837,4.5,0,18,0,9,0,"H"
"152","H1466",2,4,19,6,11,16,34,8,16,24,0.307085714,0.221777778,0.209235294,0.264356793,1,6,2,3,10.997,2.699,4.322,7.263919837,4.5,0,18,0,9,0,"H"
"153","H1466",3,5,18,4,2,11,34,3,1,13,0.269885714,0.20725,0.4445,0.324994274,8,8,3,7,9.594,1.342,1.419,4.580919837,3.75,0,15,0,9,0,"H"
"154","H1466",3,6,14,4,18,7,23,3,29,11,0.295166667,0.14425,0.238666667,0.208,5,4,4,4,7.162,1.762,7.862,3.868919837,2.75,0.5,11,0,9,0,"H"
"155","H1466",4,7,18,3,5,1,34,2,6,0,0.222885714,0.145,0.129714286,0.357,4,3,4,4,8.425,0.826,1.047,0.638919837,2.75,0.5,11,0,9,0,"H"
"156","H1466",4,8,9,3,9,3,12,2,14,2,0.307153846,0.223333333,0.250733333,0.769666667,8,1,7,8,4.586,1.107,3.932,3.059919837,3.25,0,13,0,9,0,"H"
"157","H1466",5,9,17,2,4,8,30,2,3,16,0.267193548,0.244333333,0.2185,0.164642343,8,2,7,7,8.455,1.357,2.043,3.422919837,4.5,0,18,0,9,0,"H"
"158","H1466",5,10,19,2,3,3,49,2,2,2,0.2231,0.234,0.301333333,0.331639946,6,6,9,6,11.917,1.467,1.435,1.524919837,5.5,0.5,22,0,9,0,"H"
"159","H1466",6,11,20,5,10,7,43,6,14,8,0.238931818,0.209142857,0.210133333,0.230444444,8,7,3,10,10.81,2.698,4.01,3.039919837,4,0,16,0,9,0,"H"
"160","H1466",6,12,18,3,2,1,36,2,1,0,0.199972973,0.187,0.1715,0.302919837,4,4,4,4,8.237,0.702,0.764,0.536919837,2,1,24,0,9,0,"H"
"161","H1466",7,13,15,1,9,8,39,0,10,12,0.20695,0.359,0.170181818,0.170384615,8,9,9,6,8.503,1.263,2.324,2.524919837,4,0,16,0,9,0,"H"
"162","H1466",7,14,20,3,5,5,46,4,4,7,0.28587234,0.1498,0.2714,0.18248998,4,7,3,7,14.18,1.576,1.856,1.895919837,4.75,0,19,0,9,0,"H"
"163","H1466",8,15,20,17,8,8,52,30,10,9,0.208056604,0.215870968,0.140363636,0.389791984,1,1,1,7,11.528,7.582,2.48,4.847919837,3.75,0.5,15,0,9,0,"H"
"164","H1466",8,16,16,4,4,3,38,3,4,3,0.197897436,0.11325,0.1996,0.18325,10,10,9,9,8.33,1.526,1.903,1.227919837,3.5,0,14,0,9,0,"H"
"165","H1466",9,17,18,7,16,12,39,8,28,37,0.249575,0.251333333,0.168931034,0.107945259,7,12,7,8,10.187,3.838,5.553,4.710919837,4.75,0,19,1,9,1,"H"
"166","H1466",9,18,14,4,12,19,38,7,20,68,0.112794872,0.121,0.104714286,0.146578548,13,13,15,2,4.399,1.669,2.792,10.87891984,3.5,0,14,1,9,1,"H"
"167","H1466",10,19,20,2,3,10,109,7,2,18,0.156436364,0.0955,0.286,0.231578947,3,7,11,11,17.815,1.56,1.78,5.287919837,4.75,0,19,1,9,1,"H"
"168","H1466",10,20,14,4,15,2,38,4,31,1,0.192820513,0.159,0.19740625,0.265,12,2,14,2,7.598,1.794,6.692,1.548919837,4,0,16,1,9,1,"H"
"169","H1466",11,21,19,3,5,17,64,7,8,62,0.171123077,0.117,0.149,0.255014601,7,12,2,2,11.669,1.763,1.669,16.68991984,4.75,0,19,1,9,1,"H"
"170","H1466",11,22,19,15,1,7,36,28,0,17,0.160621622,0.212448276,1.03,0.138666667,13,11,11,11,6.068,6.896,2.199,3.076919837,3.5,0.5,14,1,9,1,"H"
"171","H1466",12,23,20,4,19,6,93,8,64,11,0.169446809,0.076111111,0.168184615,0.136666667,11,11,11,7,16.521,1.295,11.902,2.539919837,4.5,0.5,18,1,9,1,"H"
"172","H1466",12,24,18,9,6,8,84,17,6,10,0.149035294,0.1075,0.305,0.202356349,13,15,3,3,14.258,2.872,2.666,2.956919837,4.5,0,18,1,9,1,"H"
"173","H1466",13,25,19,3,2,3,59,3,4,4,0.169483333,0.0585,0.0594,0.0656,15,15,8,12,10.795,0.796,0.702,0.906919837,4.75,0,19,1,9,1,"H"
"174","H1466",13,26,17,1,3,11,39,0,7,20,0.1389,0.032,0.058625,0.138809524,7,7,11,13,5.788,0.765,0.968,4.063919837,4.5,0,18,1,9,1,"H"
"175","H1466",14,27,20,10,13,4,97,15,25,4,0.129255102,0.1959375,0.189615385,0.3928,13,11,1,12,13.228,3.901,5.756,2.588919837,3.5,0,14,1,9,1,"H"
"176","H1466",14,28,19,2,4,4,88,1,6,5,0.163011236,0.161,0.138142857,0.070653306,2,7,3,14,15.351,1.17,1.591,0.938919837,4.5,0,18,1,9,1,"H"
"177","H1466",15,29,17,7,11,7,53,13,16,25,0.205111111,0.154857143,0.296176471,0.113496917,15,15,12,1,12.388,3.337,5.993,3.478919837,5,0,20,1,9,1,"H"
"178","H1466",15,30,6,2,4,15,24,5,7,20,0.12296,0.065,0.08775,0.207805707,7,3,13,7,5.164,0.701,1.42,4.971919837,4.75,0,19,1,9,1,"H"
"179","H1466",16,32,16,2,7,2,31,1,19,1,0.22278125,0.234,0.14665,0.263459919,1,8,12,15,8.798,1.326,3.604,1.181919837,4,0,16,1,9,1,"H"
"180","H1466",17,33,18,1,4,3,37,0,9,2,0.243052632,0.53,0.1264,0.244333333,15,14,15,15,9.455,1.279,1.794,1.491919837,5.25,0.5,21,1,9,1,"H"
"181","H1466",17,34,13,1,2,9,40,0,1,18,0.106560976,0.436,0.2185,0.209364202,12,11,8,8,5.274,1.326,1.372,4.960919837,3.25,0,13,1,9,1,"H"
"182","H1466",18,35,17,8,3,14,36,14,4,29,0.169918919,0.1768,0.1998,0.147166667,3,2,3,14,7.394,3.76,1.638,5.247919837,4.25,0,17,1,9,1,"H"
"183","H1466",18,36,17,1,2,1,61,0,1,0,0.189048387,0.187,0.4215,0.904,1,11,11,7,14.43,1.498,1.731,1.571919837,4.25,0,17,1,9,1,"H"
"184","H1466",19,37,19,5,4,9,62,8,7,13,0.174555556,0.074555556,0.136625,0.133922846,3,3,7,7,12.9,1.685,2.045,2.576919837,5.5,0,22,1,9,1,"H"
"185","H1466",19,38,18,1,1,3,80,0,0,2,0.208790123,0.125,0.39,0.197973279,12,12,2,12,17.285,0.92,1.201,0.624919837,4.75,0.5,19,1,9,1,"H"
"186","H1466",20,39,7,4,10,1,11,7,19,0,0.239166667,0.165875,0.1138,0.172,12,14,12,12,2.87,1.826,3.135,0.735919837,4.5,0.5,18,1,9,1,"H"
"187","H1466",20,40,13,1,5,7,25,0,9,14,0.207653846,0.702,0.1357,0.173666667,1,7,13,1,6.522,0.702,2.121,2.646919837,3.5,0,14,1,9,1,"H"
"188","H1507",1,1,18,5,5,2,68,4,6,1,0.228347826,0.1842,0.113571429,0.2185,4,9,4,3,25.241,1.232,1.42,0.864065458,3.25,0,13,0,8,0,"H"
"189","H1507",1,2,18,2,9,10,55,1,10,15,0.230107143,0.445,0.218363636,0.199875,7,2,2,2,13.291,2.231,4.165,4.428065458,4.5,0.5,18,0,8,0,"H"
"190","H1507",2,3,20,11,4,2,66,12,6,1,0.235164179,0.228230769,0.200571429,0.39,2,7,2,2,16.63,3.494,1.966,1.337065458,4.5,0.5,18,0,8,0,"H"
"191","H1507",2,4,20,10,7,5,49,13,10,5,0.27734,0.266357143,0.143272727,0.423666667,8,9,6,8,16.425,4.524,2.106,3.256065458,3.5,0,14,0,8,0,"H"
"192","H1507",3,5,20,12,6,11,89,15,7,12,0.243533333,0.2388125,0.20475,0.133158881,5,1,8,5,21.918,4.586,2.465,2.230065458,3.75,0,15,0,8,0,"H"
"193","H1507",4,7,20,5,6,4,73,9,7,4,0.290283784,0.1856,0.32575,0.178,7,7,3,7,21.481,2.901,3.23,1.695065458,5.75,0.5,23,0,8,0,"H"
"194","H1507",4,8,20,17,8,3,131,32,10,2,0.234,0.202787879,0.234,0.159021819,6,6,5,9,31.466,7.893,3.276,0.852065458,5.25,0,21,0,8,0,"H"
"195","H1507",5,9,20,6,15,1,56,10,21,0,0.303245614,0.269454545,0.239,1.295,6,6,6,6,17.55,4.929,5.804,1.902065458,6,1,72,0,8,0,"H"
"196","H1507",5,10,19,8,3,6,53,10,2,10,0.347537037,0.270818182,0.296333333,0.338733223,8,5,8,5,19.313,4.243,1.762,5.007065458,3.5,0,14,0,8,0,"H"
"197","H1507",6,11,20,4,1,3,108,3,0,2,0.366954128,0.133,0.357,0.343333333,6,10,10,3,40.139,1.326,0.998,1.592065458,4.25,0,17,0,8,0,"H"
"198","H1507",6,12,20,8,10,8,69,8,12,8,0.2984,0.513,0.315538462,0.251444444,7,7,5,5,20.888,5.491,4.992,2.945065458,5.5,0,22,0,8,0,"H"
"199","H1507",7,13,17,18,11,5,37,48,15,5,0.282868421,0.262040816,0.315875,0.064177576,5,6,5,5,11.857,13.978,5.662,0.726065458,5.25,0.5,21,0,8,0,"H"
"200","H1507",7,14,18,12,16,4,31,19,19,4,0.2954375,0.1816,0.2364,0.0936,10,10,7,2,9.454,5.163,5.367,1.047065458,4,0,16,0,8,0,"H"
"201","H1507",8,15,19,8,1,2,63,10,0,1,0.196703125,0.154545455,0.297,0.2495,13,3,13,15,12.714,2.277,0.563,1.207065458,3.75,0,15,1,8,1,"H"
"202","H1507",8,16,18,4,9,11,28,3,15,19,0.393724138,0.593,0.1920625,0.222353273,12,8,2,12,11.653,3.604,3.697,6.039065458,4,0,16,1,8,1,"H"
"203","H1507",9,17,20,9,3,9,82,10,2,13,0.333060241,0.426909091,0.483333333,0.288571429,15,14,15,11,27.644,5.896,2.558,5.185065458,4.75,0,19,1,8,1,"H"
"204","H1507",9,18,20,6,11,4,52,6,20,5,0.26254717,0.263285714,0.338,0.223666667,7,13,2,3,13.915,3.027,7.566,2.153065458,4.25,0,17,1,8,1,"H"
"205","H1507",10,19,20,8,10,11,68,17,13,11,0.296855072,0.189777778,0.3355,0.317166667,12,12,11,15,20.483,4.227,5.43,4.575065458,5,0,20,1,8,1,"H"
"206","H1507",10,20,20,11,3,4,67,14,2,3,0.281029412,0.441,0.270333333,0.15975,2,7,3,7,19.312,7.629,1.607,1.259065458,5.25,0,21,1,8,1,"H"
"207","H1507",11,21,20,2,2,2,57,1,1,2,0.234258621,0.359,0.3195,0.212355153,8,8,1,8,13.947,2.246,1.264,1.105065458,2.25,0.5,9,1,8,1,"H"
"208","H1507",11,22,20,17,2,3,37,27,1,3,0.277131579,0.335392857,0.429,0.203766364,14,7,14,14,10.531,10.186,1.794,1.486065458,3.75,0.5,15,1,8,1,"H"
"209","H1507",12,23,20,9,2,6,79,14,1,5,0.328575,0.192266667,0.4365,0.2105,7,12,1,7,26.286,3.854,1.934,1.959065458,5,0,20,1,8,1,"H"
"210","H1507",12,24,20,5,12,12,120,6,14,23,0.337396694,0.263,0.273533333,0.354294394,3,3,14,14,40.825,3.105,4.929,10.84306546,4,0,16,1,8,1,"H"
"211","H1507",13,25,20,5,4,3,83,5,4,2,0.361404762,0.244333333,0.1122,0.177,14,11,15,11,30.732,2.372,1.231,1.087065458,4.25,0,17,1,8,1,"H"
"212","H1507",13,26,18,19,5,5,41,57,7,6,0.38702381,0.307982759,0.23975,0.28158078,12,7,2,12,16.255,19.126,3.494,3.094065458,5,0,20,1,8,1,"H"
"213","H1507",14,27,20,7,4,2,93,6,4,1,0.308691489,0.240571429,0.053,0.250032729,11,15,15,13,29.376,2.433,1.357,0.968065458,4.5,0,18,1,8,1,"H"
"214","H1507",14,28,20,7,1,2,102,6,0,2,0.371524272,0.245142857,0.265,0.177,2,2,2,14,38.735,2.7,1.232,1.043065458,3.75,0.5,15,1,8,1,"H"
"215","H1507",15,29,20,5,3,1,72,6,3,0,0.257287671,0.267428571,0.0975,0.493065458,7,1,1,1,19.609,2.668,1.232,0.899065458,3.75,0.5,15,1,8,1,"H"
"216","H1507",15,30,20,7,2,4,69,10,1,6,0.366571429,0.133363636,0.1325,0.127,2,8,2,8,27.05,2.496,1.029,1.344065458,3,0,12,1,8,1,"H"
"217","H1507",16,31,19,16,6,19,49,26,10,52,0.37442,0.403296296,0.547454545,0.290944631,7,11,14,3,18.877,12.729,7.629,17.38606546,4.5,0,18,1,8,1,"H"
"218","H1507",16,32,20,3,3,3,71,2,2,4,0.304847222,0.218333333,0.254666667,0.068213092,2,2,2,15,21.949,1.655,1.309,0.903065458,4.5,0.5,18,1,8,1,"H"
"219","H1507",17,33,20,6,20,2,87,7,42,1,0.342113636,0.5245,0.392511628,0.281532729,15,1,15,3,30.138,5.724,18.627,1.218065458,5,0,20,1,8,1,"H"
"220","H1507",17,34,20,16,4,5,76,41,4,4,0.252012987,0.215452381,0.0998,0.1124,8,2,14,14,21.372,9.999,1.029,0.992065458,3,0,12,1,8,1,"H"
"221","H1776",1,1,20,9,4,2,207,14,6,2,0.309831731,0.369266667,0.124857143,0.255,8,6,1,1,102.492,9.891,1.498,1.498735055,3.5,0,14,0,7,0,"H"
"222","H1776",1,2,20,5,19,18,183,7,42,44,0.209652174,0.1365,0.27572093,0.281860779,9,7,7,9,48.252,1.903,12.886,17.95573505,5,0,20,0,7,0,"H"
"223","H1776",2,3,20,2,7,13,190,1,10,40,0.294287958,0.382,0.197090909,0.387603294,7,7,9,7,60.56,1.388,3.042,17.57673505,5.5,0.5,22,0,7,0,"H"
"224","H1776",2,4,20,2,1,2,102,1,0,1,0.188378641,0.2805,1.233,0.304,10,4,4,5,22.916,1.186,1.233,1.048735055,3,0,12,0,7,0,"H"
"225","H1776",3,5,20,7,19,12,165,8,64,18,0.278457831,0.280777778,0.237353846,0.276736842,8,10,8,10,46.894,3.526,18.626,6.143735055,2.5,0,10,0,7,0,"H"
"226","H1776",3,6,20,3,4,6,85,8,3,9,0.243930233,0.071111111,0.14025,0.152573505,4,4,1,1,22.51,0.64,0.561,1.525735055,2.5,0,10,0,7,0,"H"
"227","H1776",4,7,20,5,16,1,88,4,35,0,0.324606742,0.2652,0.253472222,0.468,6,9,6,6,29.078,3.167,10.297,1.076735055,5.5,0.5,22,0,7,0,"H"
"228","H1776",4,8,20,3,6,14,294,2,10,21,0.30319661,0.146,0.205636364,0.261681818,3,3,3,2,92.493,1.295,4.305,6.949735055,4.75,0.5,19,0,7,0,"H"
"229","H1776",5,9,20,5,15,7,126,11,36,13,0.339031496,0.1105,0.406891892,0.176071429,6,3,1,6,43.29,2.2,15.615,3.409735055,5,0,20,0,7,0,"H"
"230","H1776",5,10,20,15,3,20,39,43,3,50,0.3381,0.216613636,0.60825,0.273563432,2,2,2,2,13.696,12.215,3.432,14.68473505,4,1,48,0,7,0,"H"
"231","H1776",6,11,20,20,3,1,114,73,3,0,0.2766,0.222418919,0.18325,0.347735055,1,6,2,1,32.245,18.159,1.591,1.314735055,4,0,16,0,7,0,"H"
"232","H1776",6,12,20,11,6,5,168,21,10,4,0.309147929,0.196409091,0.370090909,0.2466,10,3,7,9,52.916,5.429,5.164,2.658735055,4.5,0,18,0,7,0,"H"
"233","H1776",7,13,20,4,3,4,92,3,2,3,0.230322581,0.13625,0.166,0.146933764,12,13,13,1,22.276,1.17,0.999,1.227735055,3,0,12,1,7,1,"H"
"234","H1776",7,14,20,6,10,4,337,11,9,3,0.243846154,0.110583333,0.1652,0.408183764,8,14,7,8,84.708,2.2,2.418,2.131735055,3.25,0,13,1,7,1,"H"
"235","H1776",8,15,20,8,4,8,123,9,4,8,0.224919355,0.3572,0.1528,0.207303895,7,13,1,1,29.11,4.43,1.326,2.411735055,3.5,0,14,1,7,1,"H"
"236","H1776",8,16,20,4,3,7,79,3,6,12,0.3201875,0.20675,0.084714286,0.266461538,14,15,14,14,25.818,1.622,1.28,4.652735055,3.75,0.5,15,1,7,1,"H"
"237","H1776",9,17,20,3,11,20,126,5,15,56,0.216433071,0.2445,0.2993125,0.195609387,11,11,13,7,27.815,2.433,5.351,11.69573505,4,0,16,1,7,1,"H"
"238","H1776",9,18,16,10,11,1,29,20,21,0,0.224166667,0.141095238,0.268,0.391,14,2,14,14,7.332,4.025,6.458,1.120735055,3.25,0.5,13,1,7,1,"H"
"239","H1776",10,19,20,13,14,11,169,20,21,19,0.277211765,0.180428571,0.290681818,0.18565,14,2,2,13,47.658,6.131,7.893,4.804735055,3.25,0,13,1,7,1,"H"
"240","H1776",10,20,20,5,2,15,106,6,2,36,0.25764486,0.126857143,0.177,0.250864865,3,3,3,3,27.988,1.996,1.326,11.17173505,5,1,60,1,7,1,"H"
"241","H1776",11,21,20,4,4,4,163,9,6,3,0.315695122,0.0827,0.051142857,0.344933764,2,15,8,8,52.994,1.42,1.575,2.206735055,3.5,0,14,1,7,1,"H"
"242","H1776",11,22,19,10,1,11,83,26,0,22,0.283964286,0.193555556,0.374,0.28826087,13,3,7,3,24.04,6.739,1.061,7.222735055,4.5,0,18,1,7,1,"H"
"243","Hc1515",1,1,17,19,19,11,62,92,64,27,0.36352381,0.357483871,0.219923077,0.310315303,5,8,5,10,39.905,33.306,18.783,9.109828493,3.75,0,15,0,7,0,"Hc"
"244","Hc1515",1,2,12,2,9,9,25,2,18,11,0.197423077,0.348333333,0.144578947,0.147069041,4,4,4,6,11.747,1.544,3.434,2.403828493,3,0.5,12,0,7,0,"Hc"
"245","Hc1515",2,3,20,6,13,2,73,8,23,1,0.261162162,0.128333333,0.198916667,0.351,1,3,3,3,23.212,1.81,5.43,1.199828493,4.5,0.5,18,0,7,0,"Hc"
"246","Hc1515",2,4,20,3,2,9,59,2,1,12,0.386566667,0.343333333,0.749,0.337525269,2,10,10,10,24.444,1.748,1.794,4.730828493,3.25,0.5,13,0,7,0,"Hc"
"247","Hc1515",3,5,7,9,12,18,9,12,21,57,0.5694,0.331230769,0.1255,0.312514284,1,5,5,9,8.221,4.837,3.198,18.79682849,4.25,0,17,0,7,0,"Hc"
"248","Hc1515",3,6,9,18,14,3,19,44,36,7,0.36345,0.268666667,0.243297297,0.2125,3,2,10,2,8.017,12.558,9.86,2.287828493,4,0,16,0,7,0,"Hc"
"249","Hc1515",4,7,20,2,8,2,106,1,13,1,0.376280374,0.382,0.178357143,0.287914246,6,1,2,8,40.776,1.467,3.432,1.075828493,3.75,0,15,0,7,0,"Hc"
"250","Hc1515",4,8,20,2,3,4,127,1,2,3,0.322367188,0.5225,0.234,0.33925,10,10,10,4,43.431,1.576,1.232,1.359828493,2.75,0.5,11,0,7,0,"Hc"
"251","Hc1515",5,9,20,7,9,8,108,13,17,8,0.362917431,0.3355,0.174166667,0.343425388,1,8,2,6,40.089,5.804,3.853,4.432828493,3.75,0,15,0,7,0,"Hc"
"252","Hc1515",5,10,20,3,5,9,98,2,5,9,0.26520202,0.296333333,0.273,0.242882849,10,7,4,10,26.349,1.731,2.278,3.083828493,3.5,0,14,0,7,0,"Hc"
"253","Hc1515",6,11,20,3,5,19,77,3,10,58,0.347410256,0.234,0.309090909,0.460644068,10,10,10,10,27.987,1.559,4.025,28.03182849,3,1,36,0,7,0,"Hc"
"254","Hc1515",6,12,20,2,4,3,64,1,3,4,0.271923077,0.2495,0.15225,0.1716,4,4,7,4,17.909,1.03,0.811,0.919828493,3,0.5,12,0,7,0,"Hc"
"255","Hc1515",7,13,20,10,16,3,91,11,24,2,0.289282609,0.2145,0.21216,0.358666667,7,5,2,7,26.926,3.619,5.896,1.760828493,5.25,0,21,0,7,1,"Hc"
"256","Hc1515",7,14,12,7,19,15,36,6,53,34,0.39672973,0.305428571,0.325,0.381514286,6,6,10,6,14.819,2.825,18.158,14.40482849,5.25,0.5,21,0,7,1,"Hc"
"257","Hc1515",8,15,16,9,17,5,50,10,30,5,0.233078431,0.293545455,0.402548387,0.177471415,9,8,9,8,12.276,3.807,12.886,1.500828493,3,0,12,0,7,1,"Hc"
"258","Hc1515",8,16,20,2,2,9,69,4,6,15,0.297785714,0.2776,0.220714286,0.140375,1,3,3,4,21.155,2.027,4.134,2.935828493,3.75,0,15,0,7,1,"Hc"
"259","Hc1515",9,17,20,3,8,8,92,2,10,12,0.243731183,0.333,0.226909091,0.299448346,6,2,2,2,23.728,1.966,3.197,4.314828493,4.5,0.5,18,0,7,1,"Hc"
"260","Hc1515",9,18,20,14,5,6,56,23,10,9,0.267385965,0.274333333,0.246818182,0.124282849,9,9,4,9,17.487,7.395,3.307,1.897828493,3.5,0.5,14,0,7,1,"Hc"
"261","Hc1515",10,19,20,2,3,3,41,1,3,2,0.407452381,0.484,0.26525,0.223333333,8,8,8,3,17.285,1.731,1.888,1.065828493,2.75,0.5,11,0,7,1,"Hc"
"262","Hc1515",10,20,20,3,19,18,96,4,76,49,0.275175258,0.2994,0.242311688,0.24084,2,6,2,2,30.982,2.293,19.453,13.56782849,4.5,0.5,18,0,7,1,"Hc"
"263","Hc1515",11,21,19,6,5,13,58,7,5,13,0.316220339,0.378375,0.195,0.226214286,6,6,2,5,20.797,3.913,1.669,3.811828493,5.25,0,21,0,7,1,"Hc"
"264","Hc1515",11,22,20,4,6,3,114,3,5,2,0.377165217,0.3665,0.327666667,0.696666667,9,1,3,1,46.799,2.262,2.435,3.415828493,3.75,0,15,0,7,1,"Hc"
"265","Hc1515",12,23,18,7,4,6,43,10,5,8,0.240022727,0.293818182,0.197333333,0.147092055,5,6,5,2,10.982,4.197,2.496,1.759828493,5,0,20,0,7,1,"Hc"
"266","Hc1515",12,24,19,2,2,5,48,3,3,5,0.320918367,0.19125,0.2495,0.187166667,3,10,9,4,19.344,1.795,1.403,1.440828493,3.5,0,14,0,7,1,"Hc"
"267","Hc1515",13,25,17,5,3,2,48,20,7,4,0.18244898,0.060190476,0.128625,0.234,1,5,4,5,13.135,2.496,1.763,2.025828493,3.75,0,15,0,7,1,"Hc"
"268","Hc1515",13,26,20,4,14,14,56,10,17,37,0.308438596,0.172818182,0.161166667,0.209789474,10,6,10,10,20.514,2.839,3.729,9.180828493,3.75,0.5,15,0,7,1,"Hc"
"269","Hc1515",14,27,14,2,6,4,24,2,9,4,0.22588,0.338,0.1631,0.4306,9,9,7,9,7.706,1.965,2.512,2.468828493,4.5,0.5,18,0,7,1,"Hc"
"270","Hc1515",14,28,17,4,8,9,39,4,9,10,0.179375,0.3464,0.3277,0.451,1,8,6,6,9.188,2.636,3.932,5.050828493,4.25,0,17,0,7,1,"Hc"
"271","Hc1515",15,29,20,3,10,7,68,2,15,12,0.310623188,0.618666667,0.2261875,0.175230769,3,9,7,9,23.072,3.338,4.087,2.394828493,4.75,0,19,0,7,1,"Hc"
"272","Hc1515",15,30,15,6,17,14,35,14,36,31,0.199333333,0.113333333,0.183837838,0.16671875,8,5,1,5,9.361,2.589,7.598,6.062828493,3.75,0,15,0,7,1,"Hc"
"273","Hc1669",1,1,19,5,8,16,198,5,7,36,0.243879397,0.171666667,0.191,0.296405405,5,2,1,2,55.271,1.794,2.433,12.20521483,4,0,16,0,7,0,"Hc"
"274","Hc1669",1,2,13,6,3,7,26,8,5,7,0.199962963,0.152555556,0.137833333,0.133401854,9,3,6,6,7.316,1.373,1.404,1.098214828,5.25,0,21,0,7,0,"Hc"
"275","Hc1669",2,3,16,2,13,3,36,1,25,3,0.298513514,0.343,0.189,0.456053707,1,8,7,1,12.355,1.092,5.834,4.213214828,3.5,0,14,0,7,0,"Hc"
"276","Hc1669",2,4,17,3,4,3,37,2,3,2,0.247105263,0.202666667,0.19125,0.205404943,4,4,10,4,9.656,0.608,0.765,0.616214828,2.25,0.5,9,0,7,0,"Hc"
"277","Hc1669",3,5,12,5,4,3,25,9,4,2,0.15,0.0842,0.2778,0.255666667,7,7,7,3,6.427,0.904,1.389,1.558214828,5.75,0.5,23,0,7,0,"Hc"
"278","Hc1669",3,6,17,2,7,18,29,1,6,42,0.3021,0.3665,0.193857143,0.244906977,10,5,9,6,9.952,0.733,1.357,11.73121483,4.5,0,18,0,7,0,"Hc"
"279","Hc1669",4,7,10,3,2,2,17,2,1,1,0.266055556,0.270333333,0.4835,0.353607414,2,3,2,2,5.054,0.811,0.967,0.956214828,4.25,0.5,17,0,7,0,"Hc"
"280","Hc1669",4,8,13,4,2,5,18,4,1,5,0.193736842,0.1902,0.406,0.194702471,4,4,9,4,4.68,0.951,0.812,1.168214828,2.5,0.5,10,0,7,0,"Hc"
"281","Hc1669",5,9,18,5,3,5,58,4,2,4,0.217864407,0.2652,0.166333333,0.216642966,8,6,1,2,13.291,1.466,1.031,1.754214828,3.75,0,15,0,7,0,"Hc"
"282","Hc1669",5,10,19,5,2,4,56,4,1,3,0.169403509,0.2214,0.32,0.175303707,5,4,4,4,10.28,1.263,0.64,0.701214828,2.75,0.5,11,0,7,0,"Hc"
"283","Hc1669",6,11,14,4,8,18,23,5,11,54,0.31525,0.1145,0.327583333,0.222345455,5,8,9,5,7.894,0.687,3.931,13.15221483,4,0,16,0,7,0,"Hc"
"284","Hc1669",6,12,11,9,3,2,19,8,2,1,0.4126,0.263444444,0.177,0.281,3,7,7,4,8.283,2.371,0.531,1.188214828,4.75,0,19,0,7,0,"Hc"
"285","Hc1669",7,13,14,2,3,3,26,1,2,2,0.158740741,0.2185,0.166333333,0.260404943,4,3,1,7,5.772,0.437,0.499,0.781214828,4,0,16,0,7,1,"Hc"
"286","Hc1669",7,14,20,6,2,14,127,5,1,27,0.202898438,0.202833333,0.1325,0.287293387,10,5,10,9,26.614,1.56,1.232,8.137214828,3.75,0,15,0,7,1,"Hc"
"287","Hc1669",8,15,20,6,5,4,123,8,5,3,0.170346774,0.157777778,0.166333333,0.183303707,8,1,8,6,21.185,1.42,1.17,1.529214828,3.25,0,13,0,7,1,"Hc"
"288","Hc1669",8,16,19,6,7,15,100,7,6,21,0.161564356,0.091625,0.066857143,0.166918856,10,4,10,7,16.318,1.17,0.936,3.906214828,3.5,0,14,0,7,1,"Hc"
"289","Hc1669",9,17,19,7,12,16,51,7,14,38,0.224692308,0.144375,0.123733333,0.174415765,4,9,9,1,13.041,1.248,2.091,7.005214828,3.25,0,13,0,7,1,"Hc"
"290","Hc1669",9,18,12,3,12,16,38,2,24,45,0.252820513,0.410666667,0.11608,0.225869565,8,5,6,10,10.094,1.232,2.933,11.38321483,4,0,16,0,7,1,"Hc"
