Gene,FDR,FC
Mum1,0.009775281,0.40216515
Mum1,0.001026036,0.540890071
Mum1l1,0.003625679,0.107938901
Mustn1,3.37E-06,0.202597275
Mvd,0.02117035,1.88852109
Mx1,0.002332843,8.814289599
Mxd3,0.194892729,1.906103881
Mxra7,0.00571919,0.260409165
Mxra7,0.002721982,0.267326023
Mxra8,0.000272751,0.172100569
Myadm,0.009086251,0.481552599
Myb,0.000926529,0.452766287
Mybl2,0.04026587,4.365497684
Mybl2,0.06288224,2.559729232
Myc,0.004578425,3.34085259
Myc,0.004483337,3.309867496
Mycbpap,0.000174274,0.352023694
Myct1,0.005415933,0.075912627
Myct1,0.010039409,0.188242557
Myh10,0.000411115,0.16144289
Myh11,0.000410335,0.106219192
Myh14,0.003600969,0.519085939
Myh4,6.80E-05,2.45877814
Myl12b,3.11E-05,0.471300679
Myl9,5.84E-05,0.305281566
Mylk,7.36E-05,0.182847664
Myo19,0.007641177,2.286759412
Myo1a,0.000738464,3.909718937
Myo1b,0.001111404,0.407619339
Myo1c,0.00074438,0.495230845
Myo1d,0.000775489,0.496505736
Myo1g,0.004647683,0.151333817
Myo9a,0.000410283,0.454461361
Myocd,0.002322619,0.372742829
Myom1,0.003935063,0.202144295
Myrip,0.004412798,0.104286124
Myst3,0.002353383,0.566820163
N28178,0.003573814,0.146648545
Naa25,0.000128804,2.349778655
Naa40,0.000945879,2.038473143
Naa50,0.000976956,2.055030925
Naaa,4.35E-05,0.269109628
Naaladl2,0.00359443,4.182479772
Nacad,0.006973808,0.441648878
Naglu,0.001387957,2.145153786
Nans,1.50E-05,2.28981817
Nap1l5,0.006191262,0.480303681
Nap1l5,0.001442938,0.565998226
Narf,0.002537656,2.333364659
Nat14,0.005612492,0.423219146
Nat8,0.003831984,0.28851197
Nbl1,0.000498215,0.23803924
Ncald,0.000150389,0.146649742
Ncald,0.000241691,0.251632467
Ncapd2,0.134609626,1.682393812
Ncapg2,0.00531078,3.390759683
Nckap5,0.00037693,0.149836928
Ncoa3,0.000380177,0.470298994
Ncs1,0.002184166,2.04600922
Ncs1,0.002599099,2.032427865
Ncs1,0.001008752,2.019239606
Ncstn,0.003886207,2.373947775
ND2,0.003694229,0.492700231
Ndn,0.004898577,0.213046725
Ndrg1,0.008183718,3.808657217
Ndrg2,0.002123714,0.297228049
Ndst1,0.005713735,0.441195855
Nedd4l,0.005884157,0.340843977
Negr1,0.030164915,0.611305428
Neil2,0.020079415,3.557574352
Nek11,0.002926268,0.177877764
Nek5,0.004322711,0.178584301
Nek6,0.006018518,1.945975099
Nek6,0.004454113,1.715490647
Nek9,0.000848875,0.500996551
Nes,0.007154854,0.210624219
Neu3,0.008385286,2.15750318
Neurl2,0.001282349,0.282306208
Neurog1,0.103820643,0.59674657
Nfasc,0.003661798,2.712657034
Nfatc1,0.000420088,0.178822441
Nfatc1,0.001336383,0.308839115
Nfe2l3,0.001389104,5.710499172
Nfib,0.005807016,0.539849183
Nfib,0.002112198,0.582726201
Nfic,0.000275583,0.396586374
Nfic,0.000746914,0.431968309
Nfic,0.000147773,0.484227581
Nfil3,0.021618316,3.88751363
Nfix,0.002010833,0.561593566
Nfix,0.014095797,0.672292129
Ngb,0.000416009,0.397386565
Ngfr,0.000532099,19.54636274
Ngfr,0.00111104,19.48099436
Ngfr,0.000698783,18.86595433
Ngfr,0.001080341,18.70172679
Ngfr,0.000903639,18.05961864
Ngfr,0.000974951,17.29734426
Ngfr,0.000466646,17.07741409
Ngfr,0.000869504,16.93554872
Ngfr,0.000389631,15.30941679
Ngfr,0.0007135,14.50327933
Ngfrap1,0.001522098,2.644398982
Nhlrc2,5.52E-05,0.263351231
Nhlrc3,0.00081903,2.036200687
Nhp2,0.00068203,2.464165616
Nhsl1,0.00823239,2.83513307
Nhsl2,0.00071534,0.294255333
Nhsl2,0.003872324,0.317901762
Nhsl2,0.019469359,0.360442893
Niacr1,0.00014897,9.527621806
Niacr1,0.00038561,8.327646482
Nid1,0.017555563,0.371812451
Nin,9.32E-05,0.235039165
Nin,0.000567981,0.294662933
Nin,0.000875798,0.335756614
Nipa1,0.005638114,0.270061787
Nipa1,0.005192045,0.283776908
Nipa1,0.006894213,0.28772954
Nipa1,0.006019467,0.289039779
Nipal2,0.000624237,2.687518729
Nipal3,0.000598662,0.29395298
Nipsnap1,0.008245488,2.31488578
Nisch,0.000256435,0.376263799
Nkain4,0.00499194,0.090551946
Nkd1,0.000633495,0.252885178
Nlgn2,0.001113087,0.282510709
Nln,0.027285774,1.895338693
Nlrx1,0.011788321,1.959921963
Nmb,0.015538585,3.106500219
Nmb,0.013401617,2.914284115
Nme1,0.001516023,2.2657311
Nme4,0.00496447,2.523383057
Nmnat3,0.000265176,5.499646683
Nmral1,0.002624592,2.629663036
Nmral1,0.007996315,2.575261687
Nmu,0.006095855,11.50638146
Nnt,0.001525465,0.297761602
Nod1,0.000470739,0.233923431
Nol7,0.083141384,0.645356094
Nop16,0.000791597,2.004168935
Nop58,0.00099964,2.275270636
Nostrin,9.94E-06,0.320980813
Notch3,0.000264576,0.525814892
Notch4,0.000865854,0.154765162
Nov,0.006395302,0.389112036
Nox4,0.000160418,0.266055147
Nox4,0.00010354,0.313356364
Noxa1,0.005830777,0.296811346
Noxo1,0.003311559,6.581458665
Npnt,0.002971339,0.215583507
Npnt,0.001485685,0.22282815
Npr1,0.000369737,0.209118966
Npw,0.000252278,0.080606253
Npy1r,0.002722894,0.124168808
Nr1h3,8.04E-05,0.186662322
Nr1h3,5.04E-05,0.196153739
Nr2f1,0.000713922,0.101906633
Nr2f2,0.001088982,0.391489306
Nr3c1,0.000309751,0.301236753
Nrg1,0.009916492,2.449873383
Nrg2,0.018468342,0.411084839
Nrgn,0.127254998,0.611843657
Nrip3,0.002743333,4.735467026
Nrn1,0.000727575,0.179994563
Nrp1,0.000732025,0.131487058
Nrxn2,0.00063279,0.147371363
Nrxn2,0.000522961,0.365902346
Nsg1,0.007500424,0.0855656
Nsg2,0.006364943,0.108985055
Nsl1,0.146807603,1.812240779
Nsun2,0.000394421,2.277828579
Nsun7,0.000365258,0.290138208
Ntf5,0.003737287,3.500141409
Ntn1,0.002281941,0.241125922
Ntn4,0.008685495,0.345838123
Ntng1,0.000158906,50.01424003
Ntng1,0.000235679,45.97021408
Ntng1,0.000192324,44.6082329
Ntng1,0.000149743,42.88169766
Ntng1,0.000185959,41.70205446
Ntng1,0.00031274,41.0024689
Ntng1,0.00027005,38.78233093
Ntng1,0.000130389,35.77640462
Ntng1,0.003996296,32.34539179
Ntpcr,0.00120878,2.137919717
Ntrk3,8.75E-05,0.238737621
Ntrk3,0.004470441,0.35907454
Ntrk3,0.029668153,0.507787689
Nuak2,0.000652356,2.611196946
Nubp1,0.000191242,2.118136854
Nubp1,0.000676552,2.112712135
Nubp1,0.000398701,2.099171574
Nubp1,0.00054773,2.087621569
Nubp1,0.00015832,2.07143989
Nubp1,0.00019737,2.061689687
Nubp1,0.000501274,2.054361416
Nubp1,0.000276769,2.048244031
Nudcd1,0.00848974,2.122702783
Nudt1,3.51E-06,2.317922823
Nudt1,0.000185196,2.233906533
Nudt10,0.001661453,0.326780515
Nudt19,0.007580255,3.076528926
Nudt19,0.007852684,3.039210486
Nudt19,0.006796345,3.025618098
Nudt19,0.005040368,2.981454908
Nudt19,0.006099621,2.963103491
Nudt19,0.006149651,2.954930839
Nudt19,0.007788902,2.953227332
Nudt19,0.00656789,2.883741863
Nudt19,0.005792522,2.858648659
Nudt19,0.009615639,2.840964533
Nudt22,0.00042154,2.495882453
Nudt8,0.001276536,2.871696802
Nuf2,0.009270876,1.85106052
Numb,4.55E-06,0.480128961
Nup188,8.85E-05,2.032355816
Nup210,0.000721394,0.260174055
Nup210,0.004970098,0.410793884
Nup43,0.001878681,2.671314587
Nup50,0.000167255,3.020097824
Nup50,0.000926593,2.752173434
Nup50,0.001796605,2.696928141
Nup50,0.002103312,2.678073439
Nup50,0.00044532,2.639225353
Nup50,0.001383484,2.61498636
Nup50,0.00118859,2.613541195
Nup50,0.000890035,2.577003452
Nup50,0.000934282,2.561640517
Nupr1,0.007897598,2.070962456
Nus1,0.000766682,3.321459052
Nusap1,0.091975999,2.550655581
Oasl1,0.01541885,12.20270132
Oaz2-ps,5.56E-05,0.266205817
Obsl1,0.022110193,0.528332793
Ociad2,0.00254047,2.963289182
Odc1,0.00698908,2.098145426
Odf1,0.054203659,0.594859027
Odf2l,0.003431528,2.092244202
Odf3b,0.005027973,0.109366405
Odz4,9.32E-05,31.71286036
Odz4,0.004022023,2.351798918
Ogn,0.000274097,0.016216083
Oip5,0.083795852,2.292289787
Oit1,0.000109768,100.5461529
Oit1,7.51E-05,94.74242473
Oit1,5.69E-05,93.6796426
Oit1,6.36E-05,88.43853105
Oit1,5.66E-06,84.52361764
Oit1,5.23E-05,83.52445675
Oit1,6.07E-06,76.44827756
Oit1,5.30E-05,73.97229973
Oit1,7.43E-06,70.36974302
Oit1,3.58E-05,70.31675507
Ola1,3.81E-05,2.848675351
Ola1,4.81E-05,2.495969309
Ola1,1.21E-05,2.29361146
Olfm1,0.000418833,0.175134028
Olfm1,0.001337704,0.23761559
Olfm1,0.002535162,0.301836069
Olfm4,0.000469764,10.55549959
Olfml1,0.000141825,0.123460659
Olfml2b,0.000624971,2.465934239
Olfml3,0.007527076,0.311634887
Olfml3,0.009664,0.327664325
Olfr414,0.016582967,0.540116156
Olfr433,0.005593748,0.475485534
Olfr550,0.000472877,0.161153701
Olfr560,0.0066721,1.941411936
Olfr686,0.047852978,1.570973307
Olfr750,0.00428207,0.234042803
Olfr978,0.000613997,0.331165162
Omd,0.014971233,0.187865309
Omp,0.003657095,5.669676205
Ooep,0.001301764,3.983914239
Opn3,0.003544256,3.781051576
Oprm1,0.000310937,0.348770833
Optc,0.00370016,0.373538103
Orm1,0.011421339,9.657823068
Orm2,0.016078258,7.094009058
Orm3,0.000509264,0.337286278
Osbpl10,0.000190427,4.838671097
Osbpl3,0.001754499,5.073268735
Osbpl3,0.002136064,4.832095364
Osbpl5,0.000525857,0.509288629
Osbpl6,7.88E-06,0.174624325
Osbpl6,0.000729204,0.395734977
Osgin1,0.008846471,2.398819409
Otc,0.005288983,0.254221234
Otc,0.002708908,0.407850684
Otop3,0.004276496,12.83124843
Otub1,0.001123591,2.170029255
Otud3,0.000834195,2.5635831
Otud7b,0.014258351,0.325177308
Otx1,0.001547067,3.41706088
Ovol1,0.003749282,4.589418406
P2rx1,0.000195656,0.386567297
P2rx6,0.088803601,0.445143795
P2ry2,0.005925348,2.83680573
P4ha3,0.045787137,1.747150706
P4htm,0.002188044,0.198892584
Pabpc2,1.15E-05,0.487629406
Pabpn1l,0.002542291,0.241536258
Pacrg,0.001484398,0.273022954
Padi1,0.000737024,33.39222049
Pafah1b3,0.000548491,2.790229776
Paip2,4.70E-05,0.413933134
Pak1,0.003234973,2.645144614
Pak3,0.000841488,3.913081589
Palm,0.000530335,0.480049065
Palmd,0.004201762,0.5249518
Paox,2.69E-05,5.631098445
Paox,5.41E-05,5.406512164
Pappa,0.008012728,1.965253962
Papss1,0.000336853,2.281055042
Paqr5,0.000387605,4.956443938
Paqr5,0.008953751,3.772003081
Paqr6,0.001243525,0.302848123
Paqr6,0.00446792,0.324736339
Paqr7,0.00074639,0.285244947
Parm1,0.00058977,3.592331795
Parm1,0.000532215,3.535032969
Parm1,0.000548818,3.457175221
Parm1,8.49E-05,3.453421006
Parm1,0.000789377,3.452595362
Parm1,0.000216869,3.395059785
Parm1,0.000498742,3.363811129
Parm1,0.000691706,3.358344566
Parm1,0.000427438,3.354663384
Parm1,0.00017359,3.32372432
Parp3,0.009796512,0.358191271
Parvb,0.005201445,0.168763071
Pask,0.004627415,2.622029263
Patz1,0.000447034,0.359571359
Pawr,0.003834658,2.102433025
Pax7,0.005705424,2.515819022
Pax9,0.002964886,23.86015526
Pax9,4.36E-05,10.4755811
Pbld1,0.003951595,0.459604374
Pcbp3,0.009045784,0.349115382
Pcbp4,0.000237029,0.453073203
Pcdh12,0.005800382,0.214652906
Pcdh17,0.005364672,0.413448325
Pcdh18,0.004626381,0.111071015
Pcdhac2,0.001239607,0.042933206
Pcdhac2,0.00192507,0.184494757
Pcdhga9,8.56E-05,0.309980709
Pclo,0.019783214,0.316239949
Pcmtd2,0.005346607,0.554898175
Pcnt,5.74E-05,0.386680412
Pcnx,0.000214053,0.36245107
Pcolce,0.000723266,0.384621511
Pcolce2,0.001212676,0.012085164
Pcp4l1,0.007776123,0.123152935
Pcsk6,0.000725255,3.531268371
Pcx,0.003104933,2.043961429
Pcyt1a,0.003015533,0.407017121
Pde3a,0.000482606,0.11940344
Pde3a,6.63E-05,0.293712845
Pde3a,0.000430908,0.422329134
Pde4c,0.000117722,0.436584262
Pde4dip,0.004342591,0.108759759
Pde4dip,0.008243608,0.146740192
Pde4dip,0.000808958,0.342625513
Pde7a,0.002816444,4.311499749
Pde7a,0.002934188,3.355176658
Pde8b,8.65E-05,0.104874556
Pde9a,0.000272944,0.09290726
Pdgfa,0.004122974,0.388716365
Pdgfa,0.007708454,0.4061572
Pdgfb,0.002215687,0.237911176
Pdgfb,0.00250619,0.262695546
Pdgfra,0.000108508,0.08899737
Pdgfra,8.01E-05,0.090928694
Pdgfra,7.07E-05,0.091434501
Pdgfra,0.000124923,0.093019289
Pdgfra,8.41E-05,0.093523919
Pdgfra,3.68E-05,0.093621131
Pdgfra,7.60E-05,0.09425654
Pdgfra,6.01E-05,0.094355384
Pdgfra,5.86E-05,0.096212729
Pdgfra,5.22E-05,0.096727614
Pdgfrb,0.004427154,0.38115047
Pdia2,0.006869795,0.290045158
Pdia4,0.00995881,2.056527931
Pdk1,0.001122005,4.099713227
Pdlim3,0.05124786,0.319138831
Pdp1,0.005747278,0.408397569
Pdpn,0.00757932,0.427626186
Pds5b,0.039154453,0.670185632
Pdss1,0.000419528,2.212583254
Pdss1,0.001680624,2.13213123
Pdss1,0.000359974,2.123939018
Pdss1,4.27E-05,2.076822463
Pdss1,0.00011952,2.029773882
Pdss1,0.000101756,2.004457323
Pdxp,0.003534992,2.145124118
Pdzd2,8.00E-06,0.094463657
Pdzd2,0.000268405,0.16710466
Pdzd2,0.004807743,0.374736414
Pdzk1ip1,0.003222894,3.770555076
Pdzk1ip1,0.00921827,2.583152472
Pdzrn3,0.0007048,0.422382887
Pear1,0.002503797,0.286641824
Pecam1,0.000123915,0.133015106
Pecam1,0.000229341,0.14321982
Pecr,0.000171417,3.747842978
Peli2,0.00061491,0.290550998
Pemt,0.001242452,2.256021946
Pemt,0.001332304,2.242373755
Perp,0.000611331,12.78074914
Pes1,0.002305042,0.527570683
Pex11c,0.000758275,2.891911642
Pfdn1,0.000355897,1.809799601
Pfkl,4.94E-05,4.834431245
Pgam1,0.000358411,3.050766977
Pgap3,0.001552605,2.929918188
Pgd,0.000706738,2.544119957
Pgk1,0.000307677,5.191737526
Pglyrp1,0.000342884,109.3481961
Pgm2,8.39E-05,1.863808748
Pgm5,3.86E-06,0.061114709
Pgm5,2.59E-05,0.101809094
Pgm5,9.01E-05,0.255500014
Pgr,0.00290257,0.177749536
Phactr1,0.00013331,0.040464699
Phactr1,0.000174782,0.046604201
Phactr1,0.000236324,0.054005893
Phactr2,0.008408813,0.526215086
Phf1,0.01002948,0.518422731
Phf15,0.006956014,0.374235873
Phf21a,0.016145773,0.624149033
Phgdh,0.000419254,2.389421578
Phgdh,0.000241266,2.371208751
Phlda2,0.000434065,2.908848231
Phlda3,0.026902172,2.197284466
Phldb1,0.000186507,0.206658292
Phldb2,0.000103552,0.387453855
Phldb3,0.001354869,2.527459473
Phlpp2,0.000398091,0.473506867
Phox2a,0.197558963,1.897810577
Phyhd1,0.005971881,0.357530209
Phyhip,0.001222783,14.12575219
Phyhipl,0.007131127,2.147315474
Pid1,0.004385014,0.132280007
Piga,0.009325561,2.388339958
Pigf,0.014716402,2.198636095
Pigr,0.005356495,7.738678814
Pigt,0.0006187,2.753695237
Pigy,0.000104786,2.091625707
Pik3c2g,0.001639353,0.352481327
Pik3ca,0.000101518,0.38772936
Pik3ip1,0.028336996,0.477261828
Pink1,0.001931679,0.471115729
Pitpnc1,1.82E-05,0.262702171
Pitpnc1,2.80E-05,0.285969365
Pitpnm2,0.00171161,0.335743793
Pitx1,4.51E-06,1252.576744
Pkd1,5.33E-05,0.373584019
Pkd2,0.000200979,0.186256115
Pkig,0.000785069,0.423564486
Pkig,0.005090516,0.467622872
Pkm2,0.003863831,4.217512424
Pkmyt1,0.097942405,1.873594756
Pknox2,0.001514459,0.059650309
Pkp1,8.69E-06,1291.612675
Pkp3,0.000184404,2.510586697
Pla1a,0.011045185,3.467838366
Pla2g10,0.001834381,4.394119562
Pla2g1b,1.54E-05,0.080895215
Pla2g2c,0.000188896,16.07131557
Pla2r1,0.000265658,0.314071761
Plac1,0.074030728,2.248150266
Plac9,0.000143661,0.209450271
Plagl1,0.009899239,0.194206102
Plagl1,0.013867984,0.195093987
Plagl1,0.009711345,0.483728285
Plau,0.006627866,4.155844994
Plcb1,0.001535423,0.174636828
Plcb1,0.001920085,0.188595266
Plcb1,0.002072971,0.368162989
Plcb4,0.003798759,0.313528576
Plcd3,0.000572926,5.213793605
Plcd3,0.00059499,5.180790174
Plce1,2.26E-05,0.205564797
Plcg1,0.002674635,0.461368481
Plch1,0.000685277,10.29101904
Plch2,0.000155528,10.83584713
Plch2,0.005127754,4.542358012
Plcl1,0.000204075,0.356026766
Plcl1,0.009613981,0.57133873
Plcxd1,0.000853534,3.170369844
Plcxd3,0.005351778,0.390100158
Pld4,0.002834267,0.311234645
Plek2,6.62E-05,17.35426251
Plekha6,0.008961585,2.760154352
Plekha7,9.13E-05,3.696313618
Plekha8,0.009763151,2.167143627
Plekhb1,0.016283551,0.318450766
Plekhg6,0.000335442,13.89128623
Plekhh1,0.003702162,2.631589214
Plekho1,0.006692207,0.249598978
Plin4,0.003489595,0.153475453
Plk1,0.119248786,2.963942426
Plp2,0.000230724,2.15115315
Pls1,0.000843141,2.356556457
Plscr4,0.000191347,0.214786326
Pltp,0.000195816,0.09239974
Plvap,0.000988596,0.094193266
Plvap,0.000981031,0.128261056
Plxdc2,0.002312133,0.246963242
Plxna4,0.010874434,0.338596931
Plxnb2,0.000391654,1.800940585
Plxnc1,0.002803516,0.1459938
Pmel,0.007974702,3.739732086
Pmepa1,0.007119766,2.173282764
Pmepa1,0.008812866,2.067850343
Pmf1,0.003576017,2.58423777
Pmf1,0.039481498,2.21365614
Pmp22,0.003466587,0.149264896
Pmp22,0.002819985,0.195312599
Pnmal2,0.144215295,0.466479984
Pnpla2,0.001099072,0.46258751
Pnpla5,0.001266226,0.219821844
Podxl,0.000547363,0.136109239
Pof1b,0.000158432,2.192620064
Pole,0.050067731,2.205947924
Polq,0.299284668,1.657424814
Polr1e,0.000149601,2.22688477
Polr1e,0.000932866,2.15100765
Polr3g,0.001010914,2.314690505
Polr3gl,0.000692258,0.383804373
Polr3gl,0.002661262,0.458913866
Popdc2,0.003716582,0.133533903
Popdc3,0.013486946,0.208761271
Postn,0.002300899,0.400308092
Pou3f1,0.000474916,7.151601044
Ppa1,7.14E-06,3.953929742
Ppap2a,0.003250148,0.211787577
Ppap2a,0.006722965,0.241827671
Ppap2b,0.000439609,0.194572121
Ppap2c,0.000944111,3.604711999
Ppapdc3,0.005585777,0.316926075
Ppard,0.000668027,2.421398729
Ppbp,0.044275441,13.69564504
Ppfia3,0.000745928,5.303231379
Ppif,0.003313512,2.095277027
Ppig,0.010841795,0.642831904
Ppih,0.008507108,3.191879313
Ppil1,0.000198902,2.03399735
Ppip5k1,0.000254342,2.131147861
Ppm1e,0.003436343,0.314928656
Ppm1f,0.000206911,0.20046997
Ppm1k,0.000474911,0.396260239
Ppm1m,0.032545358,0.564578213
Ppp1r12c,0.000301312,0.388772239
Ppp1r13b,0.010296577,0.659297664
Ppp1r13l,0.000549612,5.865485663
Ppp1r14a,0.000185751,0.068340936
Ppp1r14b,0.003178153,2.796875948
Ppp1r14b,0.004773221,2.67690161
Ppp1r14d,0.008689402,2.984994374
Ppp1r16b,0.000244874,0.105010072
Ppp1r16b,0.000224457,0.185511176
Ppp1r1a,0.000661937,0.467135173
Ppp1r2,0.001345527,0.497835283
Ppp1r9a,0.004392189,0.209370913
Ppp1r9a,0.006786196,0.354140119
Ppp2r5a,0.00062061,0.480432992
Ppp2r5c,9.64E-05,2.154513525
Ppp3ca,0.000257059,0.480221584
Ppp4r4,8.37E-05,0.091499995
Pqlc2,0.001204477,2.204252793
Prap1,0.009899473,2.109467825
Prc1,0.036467921,3.889383475
Prdm5,6.06E-05,0.231558129
Prdm6,0.000106359,0.080081629
Prdx4,0.000214379,2.130823628
Prdx5,0.00102822,1.982883285
Prelid1,0.001114168,2.249432293
Prelid1,0.000574527,2.136775757
Prelid1,0.003787021,1.908432191
Prelid2,0.001093999,3.447153618
Prelp,6.14E-07,0.235447309
Prex2,0.000128989,0.108909138
Prickle1,0.000893081,0.04479019
Prickle2,0.001458225,0.310959074
Prkaa2,0.027571289,0.361880276
Prkacb,0.00022641,0.491914715
Prkag3,0.008223778,0.488276353
Prkar1b,0.00121636,0.24103354
Prkca,0.001889789,0.358021372
Prkch,0.008405295,0.424655278
Prkcz,0.005777902,0.407451817
Prkd1,0.000169073,0.275432528
Prkd2,0.000550186,0.379566097
Prkd3,0.0006984,0.324561736
Prkd3,0.002839696,0.426460981
Prkd3,0.001342595,0.464146094
Prkd3,0.008484945,0.493187251
Prkd3,0.001561567,0.498520296
Prkd3,0.004568945,0.511353388
Prkd3,0.003620398,0.513959514
Prkd3,0.016500003,0.515889568
Prkd3,0.003589359,0.520714324
Prkd3,0.051601359,0.605123165
Prkg1,0.000237359,0.242596618
Prkg2,0.003713012,0.100133827
Prlr,0.006603909,0.376937084
Prmt2,0.001059675,0.376049806
Prmt6,0.007593844,3.209375288
Proca1,0.007843801,0.371620741
Proca1,0.005566468,0.442032778
Prodh,0.003586084,0.299380042
Prom2,0.000373279,7.764074429
Prorsd1,0.000230072,0.487882115
Pros1,4.81E-06,0.281433413
Prosapip1,0.000643434,0.465374831
Prp2,0.007764119,2.287469002
Prpf40b,0.008976325,0.5045879
Prpf40b,0.02521231,0.526287954
Prph,0.006607682,0.396157176
Prps2,0.008488821,0.497448022
Prr15,0.003826657,13.59780787
Prr18,0.000389145,0.074278449
Prr5l,0.001496952,0.176400142
Prr5l,0.002524739,0.290250501
Prrg1,0.026570592,0.31306188
Prrg4,0.001364833,7.389522601
Prrg4,8.95E-05,5.993702666
Prrg4,0.000544779,4.58284205
Prrt3,0.018872283,1.684433114
Prrt4,0.000642609,0.193385114
Prss16,0.013243666,5.227671804
Prss22,0.001213289,18.34662832
Prss23,0.000874958,0.482452646
Prx,0.001261701,0.023724013
Psapl1,0.001467058,26.83296361
Psat1,1.05E-05,9.176748575
Psat1,0.000506128,6.550721254
Psca,0.01145421,139.4759563
Psd3,0.001243538,0.336376383
Psd3,0.007160457,0.42258503
Psmd9,0.002577631,1.793516819
Psme2,0.000332677,0.219101845
Psph,0.003839842,1.862958224
Psrc1,0.009524687,6.744275322
Pstpip2,0.007687751,1.573926589
Ptch1,0.004374049,0.423342796
Pten,0.001908192,0.49435569
Ptger3,0.16415831,4.528545438
Ptges,0.001965039,14.52429979
Ptgfr,0.000164972,0.123782509
Ptgis,0.002082246,0.137569834
Pthlh,6.38E-05,252.2411167
Ptn,0.002722365,9.712793905
Ptn,0.003345011,7.215226951
Ptp4a1,0.03940394,1.692270459
Ptp4a3,0.00519363,0.435219915
Ptpdc1,0.006286016,0.438914538
Ptpn13,0.000750927,3.699297838
Ptpn13,0.000630286,3.410347877
Ptprb,0.000214313,0.094608414
Ptprb,0.001214859,0.107718727
Ptprcap,0.005781594,0.183755706
Ptprd,0.000732418,0.133070866
Ptprd,0.00063898,0.180172143
Ptprg,8.15E-05,0.320636059
Ptprg,0.005079419,0.443241287
Ptprg,0.002803364,0.453115753
Ptprn,0.000770835,14.47631576
Ptprz1,0.000302502,5.305283052
Ptprz1,0.000512332,5.119374784
Ptrf,7.33E-05,0.250068037
Ptrf,0.000426996,0.550418664
Ptrh1,0.001006844,2.478765353
Pura,0.000108097,0.45853784
Pus1,0.000116378,2.102466219
Pvrl1,0.004522045,2.571027762
Pvrl3,0.000309088,0.053559758
Pvrl3,0.000695985,0.094249397
Pvrl3,0.000781654,0.115864186
Pvrl4,0.000197164,6.566866833
Pxdn,0.003382342,0.155111336
Pxdn,0.013225483,0.288713637
Pycard,0.002025447,4.274645527
Pydc3,0.009166569,0.27170481
Pydc3,0.0728348,0.354246954
Pydc4,0.088601798,0.268156052
Pygm,0.002469523,0.231451036
Pyy,0.00670712,3.915592138
Qk,0.001601447,0.112035939
Qk,0.000790788,0.115120329
Qk,0.001150593,0.240686671
Qk,0.000158947,0.398310651
Qk,0.000969732,0.416738444
Qpctl,0.000646386,2.272043174
R3hdml,0.001761999,13.87171297
Rab10,0.018866315,2.334365047
Rab11a,0.001885959,1.907511547
Rab11fip3,0.00234953,0.531886812
Rab12,7.19E-05,0.355422482
Rab15,0.011820287,3.392597733
Rab15,0.003758946,2.930137345
Rab20,0.004721524,2.112542628
Rab25,6.60E-05,6.401092083
Rab27a,0.000325628,4.387397474
Rab32,0.015374786,1.540496142
Rab36,0.000903402,0.219408187
Rab38,8.54E-05,4.839336241
Rab3d,0.000649471,2.246630933
Rab6b,0.000205253,0.113050075
Rabac1,0.002202179,0.540501404
Rabac1,0.019971326,0.628449309
Racgap1,0.204472443,2.028829086
Racgap1,0.208060105,1.845716291
Rad23b,0.000149952,2.042095041
Rad51,0.031979009,3.523500994
Rad51ap2,0.024921746,3.772957096
Rad51l1,0.000395873,2.855837193
Rad54b,0.056759297,2.328250247
Radil,0.013681865,0.142077228
Radil,0.007898843,0.157645086
Raet1b,0.006746564,2.46244998
Raet1e,0.007021082,2.545867383
Rai2,0.002177375,0.148433858
Ralgps1,0.000234208,2.133335969
Ramp2,0.000215727,0.043451171
Ranbp17,0.001311334,3.665058256
Rap2b,0.00547822,2.246609502
Rapgef2,4.77E-05,0.329048823
Rapgef3,0.000603554,0.101021676
Rapgef5,0.002370842,0.279085565
Rapgefl1,0.0003264,7.84596746
Rara,0.000392636,0.33700126
Rara,0.000496748,0.477762578
Rarres2,0.001636803,0.070032286
Rasa3,0.005855357,0.37878685
Rasal2,0.001028949,0.407269053
Rasal3,0.006874073,0.226158121
Rasgef1a,0.000155146,0.053295629
Rasgrf1,0.001648096,0.451354371
Rasgrf2,0.000147347,0.230983365
Rasgrp1,0.00630686,0.231302578
Rasgrp2,0.001523601,0.083345508
Rasgrp2,0.001741984,0.108080041
Rasgrp3,0.000519729,0.142521905
Rasip1,0.000806919,0.172025431
Rasl11b,0.000161738,0.40128521
Rassf10,0.005123617,4.141523997
Rassf3,0.000205203,0.51215134
Rassf4,0.00378117,0.162941103
Rassf6,0.001720253,4.653425629
Raver2,0.00032732,0.042256703
Rbbp6,0.008454832,0.579850269
Rbfox2,0.000155376,3.746811264
Rbfox3,0.000171507,0.062018203
Rbfox3,0.024019167,0.423875991
Rbl1,0.007154431,2.334043709
Rbm24,0.007556006,3.431330712
Rbm3,0.002122209,4.103574053
Rbm3,0.002677394,4.029202148
Rbm33,0.007132625,0.570712861
Rbm47,0.000208786,3.391635794
Rbm47,0.000141167,3.250413414
Rbms2,9.25E-06,0.404890863
Rbms3,0.007556133,0.44146544
Rbp1,0.003029927,2.380491455
Rbpms,0.000112914,0.334695532
Rbpms,2.57E-05,0.35636189
Rbpms,0.000147445,0.36919741
Rbpms2,0.004310821,0.225333633
Rcan2,0.000582444,0.064689562
Rcc1,0.047666735,2.169079056
