SPRING-x	SPRING-y	Annotation
-579.569	-448.497	Undifferentiated
2026.957	-2037.293	Neutrophil
1233.077	821.953	Undifferentiated
-245.338	72.328	Undifferentiated
-1085.543	-1764.381	Baso
2640.91	349.697	Monocyte
500.999	-214.726	Undifferentiated
1221.156	-374.34	Undifferentiated
1202.565	-427.69	Undifferentiated
-1630.882	627.369	Meg
-248.393	647.355	Undifferentiated
438.36	74.867	Undifferentiated
1386.216	-290.303	Monocyte
755.364	-1680.224	Neutrophil
2625.615	-85.169	Monocyte
-228.535	940.911	Undifferentiated
750.731	-1577.571	Neutrophil
2792.963	27.255	Monocyte
640.97	23.514	Undifferentiated
-978.202	-1077.415	Baso
2433.995	-387.102	Monocyte
392.462	-76.98	Undifferentiated
-1707.617	-932.932	Mast
1944.948	-258.776	Monocyte
1180.791	-1942.345	Neutrophil
1959.777	-196.305	Monocyte
134.249	389.916	Undifferentiated
2854.154	168.0	Monocyte
1532.218	-493.212	Monocyte
600.942	-1108.12	Neutrophil
-862.68	-2156.431	Baso
416.456	-98.634	Undifferentiated
554.226	-597.735	Undifferentiated
1173.129	-102.955	Undifferentiated
2647.472	-214.85	Monocyte
-796.933	-672.287	Baso
2450.335	-431.669	Monocyte
3027.054	595.15	Monocyte
374.925	-673.806	Undifferentiated
-1052.008	-1203.903	Baso
209.905	-205.013	Undifferentiated
-1064.905	-1602.823	Baso
631.581	-1429.298	Neutrophil
2498.453	-789.202	Undifferentiated
-590.355	-238.498	Undifferentiated
-1131.345	473.936	Undifferentiated
2755.388	301.332	Monocyte
2662.833	-194.545	Monocyte
-1087.079	-1523.763	Baso
-1840.146	-987.519	Mast
582.998	-350.84	Undifferentiated
1119.004	-1938.455	Neutrophil
-564.011	-1361.579	Eos
2863.574	205.49	Monocyte
1990.341	-83.698	Monocyte
1191.103	-302.745	Undifferentiated
2838.455	274.051	Monocyte
-796.781	-157.144	Undifferentiated
467.046	-325.76	Undifferentiated
628.497	-734.14	Undifferentiated
-1346.597	548.082	Meg
-649.106	-320.969	Undifferentiated
-165.071	751.242	Undifferentiated
459.03	-1003.003	Neutrophil
570.319	-94.854	Undifferentiated
-189.397	-0.392	Undifferentiated
-1055.964	-1348.155	Baso
2981.001	341.252	Monocyte
291.625	222.995	Undifferentiated
584.312	-464.703	Undifferentiated
355.709	478.257	Undifferentiated
2855.762	89.301	Monocyte
2206.9	-141.843	Monocyte
858.372	-229.04	Undifferentiated
415.678	-1106.837	Neutrophil
2557.067	-8.504	Monocyte
2678.259	274.984	Monocyte
1091.684	-32.807	Undifferentiated
1413.61	-2183.396	Neutrophil
573.316	-129.356	Undifferentiated
2093.135	-390.281	Monocyte
1276.494	-289.189	Undifferentiated
81.392	-296.86	Undifferentiated
-360.897	360.638	Undifferentiated
830.643	-1793.295	Neutrophil
120.256	10.951	Undifferentiated
2876.32	33.933	Monocyte
2789.597	269.897	Monocyte
469.648	-1060.723	Neutrophil
470.078	-1178.611	Neutrophil
681.787	-1468.692	Neutrophil
-144.47	742.918	Undifferentiated
591.078	-1276.048	Neutrophil
658.243	-36.61	Undifferentiated
2817.311	125.482	Monocyte
506.885	-905.713	Undifferentiated
-63.826	747.325	Undifferentiated
2695.059	-236.52	Monocyte
1239.421	-228.006	Undifferentiated
2287.765	-1364.932	Undifferentiated
2600.896	362.797	Monocyte
2568.836	-402.966	Monocyte
2042.611	-71.649	Monocyte
2443.746	-37.066	Monocyte
2344.352	-181.608	Monocyte
2423.889	-200.469	Monocyte
291.719	-738.0	Undifferentiated
284.451	719.131	Undifferentiated
960.205	-1794.821	Neutrophil
623.198	-1149.511	Neutrophil
423.28	-746.345	Undifferentiated
-23.456	550.961	Undifferentiated
1383.43	-2073.463	Neutrophil
418.437	-1091.339	Neutrophil
2851.259	21.504	Monocyte
701.978	-1096.523	Neutrophil
-921.102	-857.88	Baso
297.261	-521.807	Undifferentiated
315.75	-95.005	Undifferentiated
-954.809	22.16	Undifferentiated
369.594	96.651	Undifferentiated
335.303	-277.658	Undifferentiated
-484.144	827.542	Undifferentiated
2601.39	-321.483	Monocyte
-505.728	-1698.906	Eos
2089.978	-301.347	Monocyte
2429.747	-314.217	Monocyte
-170.128	-128.07	Undifferentiated
588.654	-1361.703	Neutrophil
28.272	643.31	Undifferentiated
486.298	8.914	Undifferentiated
-840.177	-598.266	Undifferentiated
583.167	-773.499	Undifferentiated
-129.079	409.397	Undifferentiated
415.532	-152.594	Undifferentiated
157.122	333.006	Undifferentiated
-997.441	-1083.05	Baso
-974.665	-780.602	Baso
-1055.134	-1898.283	Baso
438.948	-7.405	Undifferentiated
621.245	-744.251	Undifferentiated
-131.722	670.201	Undifferentiated
530.133	-660.648	Undifferentiated
2390.297	-139.536	Monocyte
-1304.516	-489.653	Undifferentiated
39.486	604.132	Undifferentiated
551.932	-1016.412	Neutrophil
705.392	-511.256	Undifferentiated
454.974	-1059.047	Neutrophil
-253.072	1009.96	Undifferentiated
1564.165	-2217.784	Neutrophil
-987.687	-1092.868	Baso
441.521	-197.737	Undifferentiated
2133.278	-224.239	Monocyte
-1786.976	-960.56	Mast
611.544	-1040.127	Neutrophil
470.744	-1008.455	Neutrophil
514.22	-813.795	Undifferentiated
469.629	-1210.818	Neutrophil
256.592	-506.082	Undifferentiated
2708.071	305.737	Monocyte
2666.541	114.028	Monocyte
-885.032	-851.955	Baso
2283.15	-371.752	Monocyte
1324.873	-2152.282	Neutrophil
939.175	-413.677	Undifferentiated
500.837	-752.605	Undifferentiated
335.363	-600.646	Undifferentiated
1183.452	-367.108	Undifferentiated
2508.674	26.899	Monocyte
-1044.465	-1773.983	Baso
2182.624	-345.251	Monocyte
-1064.582	-1287.489	Baso
2827.671	310.589	Monocyte
-916.488	-561.541	Undifferentiated
2815.39	173.994	Monocyte
65.931	796.851	Undifferentiated
-818.667	-2155.707	Baso
178.623	259.161	Undifferentiated
1477.841	-429.719	Monocyte
-1865.474	-977.14	Mast
48.989	407.061	Undifferentiated
1027.274	-1950.037	Neutrophil
1809.502	-347.169	Monocyte
-329.135	-342.902	Undifferentiated
179.134	142.83	Undifferentiated
382.395	231.487	Undifferentiated
-1011.738	-1085.41	Baso
731.684	144.621	Undifferentiated
1907.849	-327.661	Monocyte
546.132	-883.906	Undifferentiated
2058.241	-407.295	Monocyte
-135.069	818.157	Undifferentiated
-229.291	-86.2	Undifferentiated
412.529	-121.129	Undifferentiated
-404.815	22.463	Undifferentiated
710.482	-900.45	Neutrophil
2069.891	-511.459	Monocyte
527.17	-384.524	Undifferentiated
2593.404	-548.038	Undifferentiated
494.667	-924.064	Neutrophil
2503.322	103.541	Monocyte
56.463	186.364	Undifferentiated
-1029.222	-1275.677	Baso
427.515	-739.485	Undifferentiated
593.836	-641.638	Undifferentiated
-1050.604	-1339.172	Baso
1934.179	-249.595	Monocyte
1827.805	-313.772	Monocyte
-915.212	-788.839	Baso
427.423	9.959	Undifferentiated
-309.74	253.798	Undifferentiated
1253.3	-182.827	Undifferentiated
-797.195	-646.648	Baso
-1050.781	-1217.715	Baso
1581.939	-2231.07	Neutrophil
467.998	227.182	Undifferentiated
-1013.843	-1255.026	Baso
2065.32	-391.315	Monocyte
919.527	-115.501	Undifferentiated
843.84	44.803	Undifferentiated
-892.589	-826.88	Baso
2091.772	-125.603	Monocyte
-849.49	-2061.028	Baso
-161.421	887.984	Undifferentiated
149.382	-118.735	Undifferentiated
2284.375	-358.467	Monocyte
439.598	337.884	Undifferentiated
-373.618	692.926	Undifferentiated
441.736	-855.073	Undifferentiated
690.051	-708.619	Undifferentiated
519.282	-322.904	Undifferentiated
515.953	-1140.862	Neutrophil
1322.437	-302.644	Undifferentiated
610.207	-1269.968	Neutrophil
504.805	-617.4	Undifferentiated
2308.963	-346.215	Monocyte
90.381	495.822	Undifferentiated
2595.72	-89.23	Monocyte
2972.965	123.087	Monocyte
13.32	169.5	Undifferentiated
2689.358	-2.034	Monocyte
-391.456	309.241	Undifferentiated
-1164.527	-248.609	Undifferentiated
2814.288	220.746	Monocyte
1546.126	-2129.793	Neutrophil
2519.36	312.803	Monocyte
-1720.121	-923.689	Mast
1873.88	-212.135	Monocyte
347.069	-590.684	Undifferentiated
2632.973	-287.545	Monocyte
2352.522	-2041.174	Neutrophil
2558.256	-26.619	Monocyte
958.925	-1467.301	Neutrophil
264.381	330.701	Undifferentiated
606.389	-1339.286	Neutrophil
1576.218	-155.877	Monocyte
914.824	-213.344	Undifferentiated
385.71	-702.624	Undifferentiated
173.639	-76.752	Undifferentiated
541.437	-663.391	Undifferentiated
-989.297	-957.63	Baso
1762.406	-334.294	Monocyte
-1665.016	-897.551	Mast
430.502	-241.698	Undifferentiated
2094.903	-235.535	Monocyte
1361.307	-2203.087	Neutrophil
-484.587	91.492	Undifferentiated
422.192	741.957	Undifferentiated
32.6	307.397	Undifferentiated
2568.339	30.052	Monocyte
2915.506	278.364	Monocyte
2097.756	-319.382	Monocyte
441.381	-124.446	Undifferentiated
2351.615	-1876.635	Neutrophil
2285.022	-2089.196	Neutrophil
267.993	-83.235	Undifferentiated
2180.893	-230.283	Monocyte
-1016.062	-1189.991	Baso
424.693	-32.737	Undifferentiated
249.845	-577.427	Undifferentiated
316.055	-669.861	Undifferentiated
423.62	355.41	Undifferentiated
1200.349	-174.882	Undifferentiated
567.285	-652.187	Undifferentiated
2214.099	-165.724	Monocyte
2773.325	222.351	Monocyte
-1070.785	-1873.984	Baso
2594.85	-319.16	Monocyte
-588.337	-285.753	Undifferentiated
-1292.118	-527.605	Undifferentiated
1435.085	-219.106	Monocyte
2650.371	-385.858	Monocyte
323.698	77.743	Undifferentiated
499.895	-368.365	Undifferentiated
230.104	-254.191	Undifferentiated
557.307	-1129.209	Neutrophil
2358.456	-202.879	Monocyte
519.6	-1238.414	Neutrophil
724.386	-1606.477	Neutrophil
1698.304	-222.116	Monocyte
2348.56	-523.739	Undifferentiated
-473.336	-83.282	Undifferentiated
-1883.94	-980.992	Mast
2155.372	-233.808	Monocyte
455.478	-259.126	Undifferentiated
-1027.295	-1224.931	Baso
431.139	-862.386	Undifferentiated
2410.292	-13.114	Monocyte
432.738	72.314	Undifferentiated
1898.987	83.267	Undifferentiated
1557.597	-222.669	Monocyte
-1014.772	-1169.016	Baso
2128.108	-375.741	Monocyte
-1082.391	-1514.662	Baso
2993.046	425.689	Monocyte
161.247	285.526	Undifferentiated
-488.234	9.019	Undifferentiated
1789.644	-2050.941	Neutrophil
457.68	-95.584	Undifferentiated
2348.358	-196.517	Monocyte
285.502	285.105	Undifferentiated
2643.016	-1820.973	Neutrophil
440.004	-1158.128	Neutrophil
1608.101	-349.16	Monocyte
476.954	-726.381	Undifferentiated
-658.09	381.293	Undifferentiated
1590.296	-378.423	Monocyte
893.281	-1897.621	Neutrophil
313.969	-629.741	Undifferentiated
1911.167	-345.288	Monocyte
1516.033	-157.922	Monocyte
-977.649	-888.899	Baso
1640.459	-184.413	Monocyte
2117.589	-298.419	Monocyte
1896.685	-237.19	Monocyte
2578.998	-553.123	Undifferentiated
2512.004	-249.025	Monocyte
2741.624	401.53	Monocyte
1325.489	1066.699	Undifferentiated
2536.307	23.523	Monocyte
502.603	-257.943	Undifferentiated
456.831	-665.685	Undifferentiated
493.039	-453.417	Undifferentiated
2629.487	183.181	Monocyte
129.427	-236.986	Undifferentiated
1481.25	-328.349	Monocyte
1047.903	-189.456	Undifferentiated
1973.451	-194.008	Monocyte
749.968	-29.579	Undifferentiated
466.071	804.196	Undifferentiated
1185.593	-259.569	Undifferentiated
496.542	-1261.515	Neutrophil
-1063.82	-1219.62	Baso
665.716	-1511.287	Neutrophil
282.964	-242.48	Undifferentiated
1786.591	-65.446	Monocyte
1466.738	-1958.204	Undifferentiated
2951.48	285.865	Monocyte
-627.059	-392.921	Undifferentiated
2393.048	242.471	Monocyte
2709.537	241.173	Monocyte
-179.582	1015.696	Undifferentiated
-1043.115	-1287.028	Baso
2017.064	-342.796	Monocyte
-444.768	218.724	Undifferentiated
-1155.424	438.814	Undifferentiated
-1100.771	477.426	Undifferentiated
518.941	-310.196	Undifferentiated
1309.367	-313.018	Undifferentiated
379.515	70.371	Undifferentiated
-331.079	245.775	Undifferentiated
282.754	-635.05	Undifferentiated
510.276	-1222.18	Neutrophil
1174.013	-1958.819	Neutrophil
587.356	-624.238	Undifferentiated
1950.002	-150.391	Monocyte
2642.415	3.261	Monocyte
-982.268	-951.884	Baso
1911.324	-285.887	Monocyte
2059.029	-410.487	Monocyte
2591.36	8.008	Monocyte
959.271	-1256.893	Neutrophil
-837.355	-70.543	Undifferentiated
490.84	-532.901	Undifferentiated
510.869	65.156	Undifferentiated
2958.077	313.552	Monocyte
637.625	-1328.624	Neutrophil
544.425	-995.192	Neutrophil
1036.691	-1999.361	Neutrophil
-135.622	750.974	Undifferentiated
-514.876	-600.517	Undifferentiated
-965.094	-962.112	Baso
215.772	397.123	Undifferentiated
-1075.569	-1824.512	Baso
2876.15	271.632	Monocyte
266.984	-535.107	Undifferentiated
-1017.996	-1969.676	Baso
-1042.19	474.352	Undifferentiated
2831.656	199.717	Monocyte
2598.669	434.076	Monocyte
-636.146	-444.368	Undifferentiated
1395.64	828.445	Undifferentiated
-1111.977	-1713.327	Baso
240.296	229.875	Undifferentiated
37.695	-212.2	Undifferentiated
494.112	-568.83	Undifferentiated
1076.788	-313.226	Undifferentiated
551.742	-301.607	Undifferentiated
386.86	275.605	Undifferentiated
-55.527	618.854	Undifferentiated
550.303	-330.931	Undifferentiated
2586.719	-530.48	Undifferentiated
-900.035	-834.287	Baso
257.237	122.027	Undifferentiated
2390.416	-338.804	Monocyte
680.902	-1533.925	Neutrophil
579.86	-993.078	Neutrophil
2498.498	-189.78	Monocyte
2669.713	-223.747	Monocyte
1979.9	-428.055	Monocyte
384.341	-42.596	Undifferentiated
424.933	-1111.433	Neutrophil
385.587	-702.11	Undifferentiated
1503.373	-524.287	Undifferentiated
920.007	-1761.865	Neutrophil
1948.522	-213.703	Monocyte
-758.795	-562.753	Baso
1797.718	-103.42	Monocyte
378.013	-686.383	Undifferentiated
821.24	-1812.681	Neutrophil
1183.472	-2100.985	Neutrophil
1827.034	-322.098	Monocyte
-201.791	852.449	Undifferentiated
473.84	-141.81	Undifferentiated
454.384	17.842	Undifferentiated
-1725.232	-889.955	Mast
-716.179	-1367.96	Eos
621.895	1335.017	Undifferentiated
2569.47	-123.823	Monocyte
688.685	-915.871	Neutrophil
2604.941	-454.102	Undifferentiated
-250.168	101.099	Undifferentiated
225.846	-548.17	Undifferentiated
319.65	-918.276	Undifferentiated
654.8	-1359.776	Neutrophil
260.053	443.726	Undifferentiated
1057.041	-1956.776	Neutrophil
502.729	-310.239	Undifferentiated
309.716	-680.41	Undifferentiated
2594.473	288.688	Monocyte
841.549	-1764.87	Neutrophil
235.131	11.658	Undifferentiated
575.935	38.528	Undifferentiated
2757.779	179.662	Monocyte
564.148	-1126.579	Neutrophil
401.16	-428.632	Undifferentiated
276.384	21.046	Undifferentiated
94.892	293.603	Undifferentiated
494.943	-722.486	Undifferentiated
330.304	-651.532	Undifferentiated
552.648	-390.126	Undifferentiated
2680.869	-66.377	Monocyte
-788.067	-1247.468	Eos
2757.694	282.081	Monocyte
2021.759	-420.271	Monocyte
-1753.824	-1003.882	Mast
2004.358	-311.479	Monocyte
-506.081	-268.477	Undifferentiated
1352.61	-120.289	Undifferentiated
-992.778	-1969.625	Baso
2345.614	170.487	Monocyte
839.379	-1648.528	Neutrophil
55.895	246.971	Undifferentiated
250.088	-416.199	Undifferentiated
405.669	-98.251	Undifferentiated
422.503	-229.069	Undifferentiated
479.538	-736.49	Undifferentiated
644.747	-1392.119	Neutrophil
208.64	-32.855	Undifferentiated
0.349	707.046	Undifferentiated
1426.033	-249.363	Monocyte
-1063.797	-200.406	Undifferentiated
2216.481	546.822	Undifferentiated
2755.337	114.169	Monocyte
2769.452	363.089	Monocyte
487.306	18.256	Undifferentiated
-1118.702	-1703.287	Baso
1026.102	-430.128	Undifferentiated
2621.755	-510.811	Undifferentiated
576.47	-811.654	Undifferentiated
2795.608	294.509	Monocyte
2562.637	60.332	Monocyte
2521.92	-123.696	Monocyte
418.158	-856.125	Undifferentiated
564.759	-1267.126	Neutrophil
1475.845	-241.114	Monocyte
-582.572	168.047	Undifferentiated
320.754	29.719	Undifferentiated
-821.342	-640.825	Undifferentiated
2587.145	-127.689	Monocyte
2918.434	233.957	Monocyte
1587.635	-160.846	Monocyte
-229.557	559.099	Undifferentiated
2846.262	137.708	Monocyte
1945.091	-386.676	Monocyte
-917.344	-851.464	Baso
1272.389	-2141.537	Neutrophil
2724.936	227.561	Monocyte
558.719	91.997	Undifferentiated
1463.428	-298.66	Monocyte
490.781	-660.147	Undifferentiated
670.005	-1408.38	Neutrophil
-101.098	712.433	Undifferentiated
-49.321	32.943	Undifferentiated
2851.585	308.038	Monocyte
82.415	470.301	Undifferentiated
-713.339	-334.553	Undifferentiated
514.453	941.167	Undifferentiated
193.899	-305.539	Undifferentiated
-1003.389	178.184	Undifferentiated
2796.711	107.882	Monocyte
154.716	-202.764	Undifferentiated
2350.926	-190.631	Monocyte
1947.521	-1676.356	Undifferentiated
-958.164	-2050.822	Baso
408.686	-48.866	Undifferentiated
625.435	-662.341	Undifferentiated
-1065.311	464.532	Undifferentiated
1549.926	-2029.174	Neutrophil
626.404	-1332.728	Neutrophil
217.24	-216.4	Undifferentiated
400.511	-1015.855	Neutrophil
-175.803	955.914	Undifferentiated
1984.635	-340.88	Monocyte
185.916	350.918	Undifferentiated
2219.667	-176.202	Monocyte
-743.731	-519.459	Undifferentiated
2499.852	-265.703	Monocyte
157.153	7.897	Undifferentiated
2563.208	-116.843	Monocyte
2012.774	-105.393	Monocyte
2653.325	92.127	Monocyte
2183.122	-2090.013	Neutrophil
2124.16	-294.856	Monocyte
172.73	-222.424	Undifferentiated
2606.006	220.868	Monocyte
2608.755	422.406	Monocyte
-585.457	-1137.608	Eos
313.433	-755.434	Undifferentiated
329.63	201.578	Undifferentiated
523.881	-432.957	Undifferentiated
462.0	-129.171	Undifferentiated
432.769	189.703	Undifferentiated
-556.73	310.802	Undifferentiated
-1323.95	-639.349	Mast
-1066.962	-1311.396	Baso
146.338	432.494	Undifferentiated
2951.714	356.583	Monocyte
2090.395	-194.176	Monocyte
-60.587	435.346	Undifferentiated
-1061.171	-1863.249	Baso
534.417	-829.562	Undifferentiated
-939.233	-1989.12	Baso
-913.097	-838.748	Baso
726.534	-1420.89	Neutrophil
1901.892	-2164.627	Neutrophil
2680.827	236.528	Monocyte
-1033.083	-1039.127	Baso
401.936	-887.624	Undifferentiated
420.638	62.055	Undifferentiated
1067.193	-65.274	Undifferentiated
328.714	-672.238	Undifferentiated
1208.563	-303.595	Undifferentiated
521.563	-1216.353	Neutrophil
2122.392	-360.733	Monocyte
-843.087	-594.609	Undifferentiated
2404.295	-240.847	Monocyte
370.316	-667.656	Undifferentiated
2070.576	-443.3	Monocyte
432.05	-1164.323	Neutrophil
2687.971	186.585	Monocyte
1869.182	-347.639	Monocyte
2043.61	-163.484	Monocyte
-353.67	505.957	Undifferentiated
333.534	-646.633	Undifferentiated
2917.252	465.896	Monocyte
2643.111	215.247	Monocyte
445.95	-132.849	Undifferentiated
2032.785	-276.561	Monocyte
394.251	-624.911	Undifferentiated
-850.5	386.127	Undifferentiated
572.334	-916.506	Neutrophil
566.499	-1143.16	Neutrophil
2159.222	-83.437	Monocyte
346.555	137.043	Undifferentiated
-1213.477	460.034	Undifferentiated
119.368	269.936	Undifferentiated
-1100.373	540.366	Undifferentiated
2581.643	-2.995	Monocyte
384.423	-1087.692	Neutrophil
2386.005	262.658	Monocyte
1649.835	-1158.407	Undifferentiated
263.45	-610.2	Undifferentiated
1632.967	-252.785	Monocyte
2724.789	250.209	Monocyte
234.061	-589.276	Undifferentiated
-843.731	-2065.651	Baso
561.495	-1277.423	Neutrophil
-441.464	-193.846	Undifferentiated
1572.521	-262.426	Monocyte
-831.763	-691.873	Baso
434.66	-276.589	Undifferentiated
2727.012	-39.449	Monocyte
-1090.712	-1715.195	Baso
-689.684	-447.834	Undifferentiated
1334.558	798.554	Undifferentiated
2025.631	-1114.037	Undifferentiated
242.83	416.174	Undifferentiated
-432.272	510.831	Undifferentiated
129.725	138.208	Undifferentiated
308.736	-572.425	Undifferentiated
1166.589	-2102.239	Neutrophil
2715.893	155.741	Monocyte
358.435	-610.749	Undifferentiated
2436.056	-195.155	Monocyte
707.832	39.597	Undifferentiated
1670.697	-2063.097	Neutrophil
1737.0	-1810.485	Undifferentiated
532.604	-385.58	Undifferentiated
-1010.974	-1171.264	Baso
865.724	-172.836	Undifferentiated
1927.254	-200.196	Monocyte
422.098	88.142	Undifferentiated
-988.945	-1066.135	Baso
-556.41	536.664	Undifferentiated
-882.185	-816.801	Baso
2665.165	-102.721	Monocyte
2494.982	-26.576	Monocyte
-484.958	-314.49	Undifferentiated
227.827	3.56	Undifferentiated
469.049	212.926	Undifferentiated
799.86	1455.916	Lymphoid
2449.159	113.022	Monocyte
2401.596	-1165.297	Undifferentiated
-958.326	-970.253	Baso
630.413	-1250.087	Neutrophil
2715.448	-118.658	Monocyte
1829.65	-133.66	Monocyte
-1071.641	-1548.98	Baso
-50.319	712.248	Undifferentiated
201.177	415.565	Undifferentiated
374.38	-563.131	Undifferentiated
-1057.356	-1849.755	Baso
308.72	151.549	Undifferentiated
2748.308	284.609	Monocyte
918.159	917.625	Undifferentiated
1118.546	-192.27	Undifferentiated
786.528	1410.684	Undifferentiated
2946.574	423.303	Monocyte
863.394	1665.777	Undifferentiated
2279.776	-303.962	Monocyte
-126.345	834.957	Undifferentiated
1686.489	-2136.799	Neutrophil
488.904	-1206.486	Neutrophil
466.07	-103.527	Undifferentiated
1272.035	296.327	Undifferentiated
631.262	-304.725	Undifferentiated
462.831	-244.25	Undifferentiated
510.534	-233.082	Undifferentiated
346.171	-898.664	Undifferentiated
-745.047	90.792	Undifferentiated
-666.654	-1098.206	Undifferentiated
-872.791	-830.906	Baso
-1191.348	491.023	Undifferentiated
794.877	-1676.729	Neutrophil
-46.987	564.979	Undifferentiated
212.746	67.07	Undifferentiated
-1024.75	-904.246	Baso
-831.492	-2153.303	Baso
2467.919	-424.075	Monocyte
527.002	-1238.877	Neutrophil
136.579	517.964	Undifferentiated
636.14	517.891	Undifferentiated
1347.848	-240.834	Undifferentiated
2395.116	-247.325	Undifferentiated
2497.31	-76.694	Monocyte
480.511	-384.873	Undifferentiated
787.885	-203.1	Undifferentiated
465.292	-191.029	Undifferentiated
636.009	-874.863	Neutrophil
1665.91	-214.153	Monocyte
2984.157	317.438	Monocyte
2551.786	-272.012	Monocyte
586.868	571.974	Undifferentiated
415.869	-989.041	Neutrophil
994.221	-1842.177	Neutrophil
2887.945	406.14	Monocyte
2581.489	-25.256	Monocyte
2022.915	-341.595	Monocyte
-556.388	430.054	Undifferentiated
2325.427	-1081.399	Undifferentiated
1617.126	-2167.905	Neutrophil
577.711	-824.356	Undifferentiated
2793.632	196.449	Monocyte
-1062.331	-1785.289	Baso
273.327	-734.21	Undifferentiated
847.431	-167.82	Undifferentiated
-956.841	294.738	Undifferentiated
-375.683	-207.214	Undifferentiated
2622.838	-211.208	Monocyte
2186.186	-275.508	Monocyte
1802.172	-222.83	Monocyte
375.959	-803.98	Undifferentiated
-357.323	-238.382	Undifferentiated
-350.074	494.873	Undifferentiated
2487.415	141.454	Monocyte
880.875	1622.75	Lymphoid
-447.977	-177.23	Undifferentiated
1485.353	-169.021	Monocyte
2555.243	-1954.035	Neutrophil
1713.658	-566.748	Undifferentiated
-457.927	-257.438	Undifferentiated
514.0	-367.378	Undifferentiated
1042.526	-229.523	Undifferentiated
1683.771	-243.298	Monocyte
2060.19	42.998	Monocyte
614.742	-678.826	Undifferentiated
2625.547	-161.36	Monocyte
599.94	-1423.138	Neutrophil
578.515	-1180.12	Neutrophil
-702.314	353.341	Undifferentiated
-965.641	-1400.999	Baso
1444.758	-323.148	Monocyte
648.029	-403.647	Undifferentiated
-1894.978	-999.456	Mast
1948.882	-319.849	Monocyte
-1019.01	-1903.346	Baso
425.891	-285.061	Undifferentiated
430.72	-709.67	Undifferentiated
449.469	-139.999	Undifferentiated
262.791	-214.892	Undifferentiated
2406.001	-89.745	Monocyte
-1124.76	313.635	Undifferentiated
-949.742	-923.62	Baso
-1001.515	-1058.451	Baso
657.266	-1407.777	Neutrophil
718.761	-1562.75	Neutrophil
-963.049	-2002.529	Baso
403.991	-283.078	Undifferentiated
-616.682	503.456	Undifferentiated
88.282	7.472	Undifferentiated
295.952	-592.434	Undifferentiated
1426.219	-226.251	Monocyte
2533.584	49.495	Monocyte
489.633	-1111.204	Neutrophil
-1.369	696.849	Undifferentiated
-21.389	-166.711	Undifferentiated
10.411	700.929	Undifferentiated
383.579	8.939	Undifferentiated
536.276	-601.745	Undifferentiated
429.319	-116.487	Undifferentiated
459.133	-308.618	Undifferentiated
-1084.07	-1737.304	Baso
215.78	-24.711	Undifferentiated
2489.782	-226.317	Monocyte
-15.297	690.262	Undifferentiated
629.856	-1108.984	Neutrophil
-1045.656	-1855.35	Baso
2895.74	366.8	Monocyte
-1052.124	-1370.256	Baso
1309.973	912.756	Undifferentiated
540.205	-252.555	Undifferentiated
873.294	-1860.974	Neutrophil
2595.387	-116.498	Monocyte
2000.367	-144.411	Monocyte
304.412	-223.719	Undifferentiated
2542.011	-187.83	Monocyte
1694.143	214.185	Undifferentiated
588.56	1013.731	Undifferentiated
567.954	-511.685	Undifferentiated
427.238	-987.252	Neutrophil
565.053	-462.337	Undifferentiated
1531.74	-316.212	Monocyte
494.523	-887.079	Undifferentiated
-104.217	711.654	Undifferentiated
-716.982	-507.768	Baso
2657.254	-402.424	Monocyte
-169.171	798.571	Undifferentiated
344.07	29.809	Undifferentiated
-790.726	-627.423	Baso
-1043.185	-1247.227	Baso
-556.523	215.251	Undifferentiated
2429.943	89.836	Monocyte
492.54	-344.067	Undifferentiated
2071.61	-263.466	Monocyte
1409.293	-8.716	Undifferentiated
2422.504	22.725	Monocyte
2313.672	-214.966	Monocyte
-18.106	391.809	Undifferentiated
2636.388	-11.501	Monocyte
-107.156	312.106	Undifferentiated
1918.746	-166.262	Monocyte
410.459	-69.831	Undifferentiated
710.962	-1592.803	Neutrophil
317.85	-847.535	Undifferentiated
583.907	-321.182	Undifferentiated
-896.562	-745.189	Baso
2565.347	326.377	Monocyte
2127.061	-2114.29	Neutrophil
2327.956	-279.214	Monocyte
-911.01	-797.773	Baso
-1068.764	-1529.451	Baso
558.241	-154.839	Undifferentiated
18.022	537.246	Undifferentiated
205.521	-161.855	Undifferentiated
1139.506	32.033	Undifferentiated
2116.96	-562.667	Monocyte
1656.112	-517.306	Monocyte
-491.986	249.337	Undifferentiated
2592.211	-518.264	Undifferentiated
63.127	-135.427	Undifferentiated
564.937	71.955	Undifferentiated
-806.071	-561.925	Undifferentiated
1515.616	-226.34	Monocyte
-1197.328	517.004	Undifferentiated
534.174	-847.583	Undifferentiated
408.228	155.334	Undifferentiated
2568.066	-166.422	Monocyte
-1044.864	-1199.973	Baso
109.741	199.623	Undifferentiated
-638.488	-320.101	Undifferentiated
895.169	-1863.783	Neutrophil
-794.56	-235.423	Undifferentiated
40.294	152.874	Undifferentiated
1916.761	-440.985	Monocyte
850.034	-1756.456	Neutrophil
1190.247	-2064.45	Neutrophil
-939.208	427.452	Undifferentiated
465.039	-749.267	Undifferentiated
-38.128	662.067	Undifferentiated
425.097	-0.84	Undifferentiated
275.013	-738.264	Undifferentiated
502.959	-807.737	Undifferentiated
1539.71	-264.86	Monocyte
-129.702	-184.155	Undifferentiated
596.343	-376.275	Undifferentiated
2086.756	-264.871	Monocyte
