SPRING-x	SPRING-y	Annotation
844.322	-404.462	Undifferentiated
1097.475	-2056.2	Neutrophil
1646.55	-350.957	Monocyte
-1109.792	288.676	Undifferentiated
2384.931	-2001.577	Neutrophil
311.214	-569.247	Undifferentiated
-1084.379	-1781.05	Baso
737.011	-271.794	Undifferentiated
667.016	-1492.025	Neutrophil
1648.212	-156.804	Monocyte
1858.425	-199.705	Monocyte
740.756	-1495.777	Neutrophil
2922.327	61.964	Monocyte
-1048.792	-1822.765	Baso
1366.437	-2149.089	Neutrophil
-1065.414	-1613.611	Baso
2570.041	-1690.324	Neutrophil
2250.027	-2091.019	Neutrophil
2603.785	-1885.68	Neutrophil
848.825	-906.082	Undifferentiated
2054.688	-659.766	Undifferentiated
2003.405	-377.313	Monocyte
1969.211	-390.754	Monocyte
2369.222	-403.205	Monocyte
2195.051	-284.195	Monocyte
630.09	-1443.273	Neutrophil
-1024.094	-1696.84	Baso
-1063.626	-1898.456	Baso
-835.784	-2163.563	Baso
2902.893	324.33	Monocyte
2557.173	-1930.92	Neutrophil
447.321	-65.469	Undifferentiated
646.3	-774.835	Undifferentiated
1487.286	-407.142	Monocyte
1482.13	-490.542	Undifferentiated
-970.443	-856.339	Baso
642.492	-1226.553	Neutrophil
2846.875	125.911	Monocyte
989.381	-1951.605	Neutrophil
2462.691	-32.682	Monocyte
2521.912	-1607.8	Neutrophil
-965.438	-1987.7	Baso
621.533	-1267.102	Neutrophil
579.544	366.105	Undifferentiated
2150.514	-303.63	Monocyte
606.629	-107.112	Undifferentiated
2741.867	143.49	Monocyte
2834.309	66.106	Monocyte
1113.885	1153.513	Undifferentiated
2430.363	-1875.43	Neutrophil
2534.956	-1907.289	Neutrophil
622.832	-1182.512	Neutrophil
308.089	33.107	Undifferentiated
955.671	-1923.718	Neutrophil
658.625	-1319.17	Neutrophil
-1205.479	330.098	Undifferentiated
-910.649	-1977.6	Baso
1384.454	936.346	Undifferentiated
2083.116	-448.84	Monocyte
-1167.089	325.517	Undifferentiated
2523.837	-105.864	Monocyte
-987.544	-1930.762	Baso
2604.541	-1845.563	Neutrophil
621.431	-791.293	Undifferentiated
-490.487	-215.232	Undifferentiated
121.102	311.365	Undifferentiated
-1922.785	-1003.089	Mast
-1693.463	-896.596	Mast
2873.744	226.174	Monocyte
1898.59	-243.163	Monocyte
-913.011	-1847.731	Baso
1829.793	-2142.706	Neutrophil
2358.296	-1961.923	Neutrophil
2653.302	-86.351	Monocyte
585.035	-760.006	Undifferentiated
747.05	-360.045	Undifferentiated
911.766	87.469	Undifferentiated
1025.86	64.167	Undifferentiated
3010.6	490.976	Monocyte
-1447.445	207.056	Erythroid
2569.059	-182.604	Monocyte
2314.27	-2071.971	Neutrophil
2641.3	-1662.832	Neutrophil
468.485	-213.44	Undifferentiated
534.027	-543.894	Undifferentiated
1116.992	-2095.483	Neutrophil
749.296	-1567.956	Neutrophil
1000.041	-19.986	Undifferentiated
2456.513	-420.295	Monocyte
2865.745	241.616	Monocyte
1387.753	-2221.929	Neutrophil
2991.193	341.287	Monocyte
-1861.922	733.404	Meg
2421.0	-2019.263	Neutrophil
930.16	-322.527	Undifferentiated
549.802	-637.394	Undifferentiated
579.6	-1116.0	Neutrophil
-565.265	-1213.968	Eos
1815.401	-2206.585	Neutrophil
669.894	-1539.803	Neutrophil
-972.608	-1948.616	Baso
683.419	-1421.69	Neutrophil
707.346	-1479.497	Neutrophil
1488.436	-2209.342	Neutrophil
1787.353	-2173.053	Neutrophil
519.055	-604.699	Undifferentiated
528.447	-535.064	Undifferentiated
2522.39	-608.59	Undifferentiated
564.866	-216.133	Undifferentiated
625.489	-1092.272	Neutrophil
-1102.767	326.724	Undifferentiated
-1849.665	-986.049	Mast
-1115.658	347.106	Undifferentiated
2319.585	-246.874	Monocyte
-941.988	-1970.804	Baso
-216.347	-321.616	Undifferentiated
545.453	-387.542	Undifferentiated
1157.368	-331.642	Undifferentiated
1276.382	-2020.811	Neutrophil
1453.801	-338.243	Monocyte
2243.289	-319.629	Monocyte
2765.723	-215.866	Monocyte
2653.483	-120.7	Monocyte
1588.836	-359.862	Monocyte
2956.482	480.281	Monocyte
2574.545	-694.769	Undifferentiated
2036.54	-2004.255	Neutrophil
408.861	-200.298	Undifferentiated
331.801	-797.314	Undifferentiated
-989.687	-1984.865	Baso
-843.443	-2155.608	Baso
528.137	-866.1	Undifferentiated
-1368.382	202.468	Erythroid
-1074.537	-1424.877	Baso
-1427.886	161.591	Erythroid
-1084.306	-1551.496	Baso
305.034	-603.687	Undifferentiated
-1099.634	-1740.58	Baso
-1044.493	-1852.764	Baso
792.065	-503.3	Undifferentiated
618.695	-1033.639	Neutrophil
528.791	-648.023	Undifferentiated
1358.96	-159.354	Undifferentiated
-926.131	-850.921	Baso
2510.148	-888.824	Undifferentiated
-1768.355	-945.659	Mast
-1397.366	558.668	Meg
1972.427	-2154.536	Neutrophil
1723.22	-2204.485	Neutrophil
2838.938	303.514	Monocyte
641.606	-1118.13	Neutrophil
1779.143	-230.231	Monocyte
835.778	-1766.223	Neutrophil
569.86	886.065	Undifferentiated
-827.394	-706.525	Baso
872.819	-1853.086	Neutrophil
1389.15	-353.314	Monocyte
815.725	-1777.804	Neutrophil
1861.868	-2057.589	Neutrophil
2792.39	473.149	Monocyte
2577.437	-1852.321	Neutrophil
493.359	-260.573	Undifferentiated
681.854	-245.164	Undifferentiated
565.296	-516.719	Undifferentiated
1750.359	-169.113	Monocyte
1204.904	-2112.48	Neutrophil
1227.247	-2055.205	Neutrophil
486.655	-254.203	Undifferentiated
1809.365	-2179.056	Neutrophil
533.357	-882.71	Undifferentiated
1818.118	-376.18	Monocyte
1714.218	-347.814	Monocyte
1455.088	-2157.077	Neutrophil
1106.446	-2080.066	Neutrophil
1233.794	-2133.952	Neutrophil
2606.096	-452.909	Undifferentiated
2192.187	334.459	Undifferentiated
-1727.6	-880.611	Mast
947.143	-569.65	Undifferentiated
1901.777	-2051.87	Neutrophil
2684.085	384.86	Monocyte
293.52	266.863	Undifferentiated
488.266	-530.39	Undifferentiated
616.961	-1205.581	Neutrophil
1456.1	-368.739	Monocyte
-1089.938	-228.129	Undifferentiated
-842.224	-2058.247	Baso
900.959	-1839.052	Neutrophil
2521.434	-1874.259	Neutrophil
2321.733	-2065.098	Neutrophil
2640.035	280.301	Monocyte
241.333	175.318	Undifferentiated
623.076	-1082.247	Neutrophil
804.004	-1802.835	Neutrophil
550.943	-3.442	Undifferentiated
849.591	-1815.571	Neutrophil
-1055.354	-1739.766	Baso
2585.244	-275.935	Monocyte
-1072.103	-1347.838	Baso
-553.579	-1520.43	Eos
-995.356	-1974.245	Baso
1528.393	-2115.708	Neutrophil
1068.063	-1583.816	Undifferentiated
2729.512	155.375	Monocyte
-46.503	514.954	Undifferentiated
2982.916	387.811	Monocyte
601.486	-867.421	Neutrophil
2742.706	-78.063	Monocyte
1337.9	-2127.193	Neutrophil
2903.094	198.32	Monocyte
2479.45	-2025.103	Neutrophil
2475.819	-1900.985	Neutrophil
2241.865	-2097.084	Neutrophil
858.16	-419.864	Undifferentiated
543.846	-846.202	Undifferentiated
603.171	-135.176	Undifferentiated
598.607	-763.546	Undifferentiated
383.879	-161.832	Undifferentiated
1482.597	-2184.066	Neutrophil
2617.587	-340.985	Monocyte
-961.667	-992.068	Baso
-841.446	-2078.307	Baso
2544.812	-220.918	Monocyte
815.488	-259.316	Undifferentiated
-1352.61	-601.732	Mast
399.163	-56.104	Undifferentiated
-1841.357	-960.414	Mast
1313.654	-2158.048	Neutrophil
1876.294	-2138.006	Neutrophil
-1827.666	-964.245	Mast
726.121	-1618.164	Neutrophil
-1010.593	-2027.128	Baso
-1530.118	600.212	Meg
2653.973	-995.676	Neutrophil
748.689	-326.235	Undifferentiated
693.577	200.056	Undifferentiated
-1092.91	-1914.892	Baso
2763.734	-60.023	Monocyte
1354.492	-163.796	Undifferentiated
2463.627	-586.415	Undifferentiated
-666.622	147.833	Undifferentiated
1167.159	-2077.439	Neutrophil
1790.199	-251.713	Monocyte
-1564.087	584.905	Meg
579.421	-1138.025	Neutrophil
-1472.516	574.831	Meg
1658.394	-521.966	Undifferentiated
608.363	-1080.849	Neutrophil
645.919	-1274.509	Neutrophil
2896.712	168.405	Monocyte
2286.27	-2019.513	Neutrophil
-1055.467	-1789.837	Baso
2380.769	-2009.377	Neutrophil
2979.49	215.879	Monocyte
1222.2	-196.296	Undifferentiated
784.757	-756.87	Undifferentiated
-11.127	643.703	Undifferentiated
1503.918	-401.679	Monocyte
640.69	103.035	Undifferentiated
-906.393	-1576.184	Baso
2273.47	-353.333	Monocyte
2683.274	-365.395	Monocyte
-535.592	-1233.565	Eos
2997.397	643.866	Monocyte
662.823	-593.739	Undifferentiated
683.937	-1385.23	Neutrophil
-917.653	-590.584	Undifferentiated
-1178.536	469.603	Undifferentiated
1676.667	-270.094	Monocyte
2516.207	-914.224	Undifferentiated
-1835.886	-954.946	Mast
2669.961	-136.756	Monocyte
2966.53	552.005	Monocyte
1518.519	-208.03	Monocyte
2501.68	-1070.937	Undifferentiated
711.397	-637.199	Undifferentiated
662.092	-1423.117	Neutrophil
593.063	-845.861	Undifferentiated
-1196.828	514.747	Undifferentiated
2030.545	-80.426	Monocyte
-811.729	-620.982	Undifferentiated
2854.241	227.589	Monocyte
2081.663	-993.781	Undifferentiated
1794.248	-2198.212	Neutrophil
1528.776	1155.274	Ccr7_DC
2598.479	7.894	Monocyte
417.851	-346.624	Undifferentiated
477.281	-173.713	Undifferentiated
608.586	-632.845	Undifferentiated
-1632.505	-898.624	Mast
2725.185	-59.708	Monocyte
-1124.388	307.266	Undifferentiated
1825.981	-2193.699	Neutrophil
1933.498	-2134.263	Neutrophil
2640.524	-1119.253	Neutrophil
489.186	-241.581	Undifferentiated
548.052	-639.677	Undifferentiated
2579.193	-493.674	Undifferentiated
566.383	737.972	Undifferentiated
558.095	-901.192	Neutrophil
-1102.762	-1756.678	Baso
1735.904	-1835.004	Undifferentiated
2328.524	-254.364	Monocyte
1997.85	-2134.525	Neutrophil
539.053	-509.857	Undifferentiated
590.411	-886.747	Neutrophil
1197.228	-272.471	Undifferentiated
-1704.059	643.97	Meg
1024.607	-332.135	Undifferentiated
-1100.418	-1790.028	Baso
-849.519	-639.426	Baso
-1047.456	-1211.406	Baso
3006.521	258.464	Monocyte
-1063.471	-1334.475	Baso
-968.982	-994.069	Baso
2853.373	386.036	Monocyte
1421.145	-541.389	Undifferentiated
1434.083	-2190.964	Neutrophil
-815.664	247.837	Undifferentiated
621.558	-1034.366	Neutrophil
2953.459	343.156	Monocyte
1799.77	-2150.107	Neutrophil
1045.898	-2013.149	Neutrophil
-1031.594	-1238.735	Baso
2667.563	-364.421	Monocyte
1801.062	-1765.986	Undifferentiated
2610.497	-1834.619	Neutrophil
1521.485	-223.678	Monocyte
-1204.243	475.604	Undifferentiated
-1883.108	-1000.369	Mast
-926.187	-851.008	Baso
-977.548	-856.009	Baso
2931.316	340.136	Monocyte
1573.367	-1906.068	Undifferentiated
-1254.952	268.022	Erythroid
1596.748	1251.294	Ccr7_DC
-854.971	-2087.471	Baso
-1373.859	449.012	Undifferentiated
1257.195	-1918.981	Neutrophil
663.799	-687.501	Undifferentiated
-643.736	-214.456	Undifferentiated
2079.041	-328.018	Monocyte
-1300.141	-597.64	Mast
829.92	-1677.001	Neutrophil
2333.392	-2054.571	Neutrophil
-934.188	-2063.078	Baso
2588.099	-1882.109	Neutrophil
-880.653	-2128.646	Baso
616.569	-627.822	Undifferentiated
740.008	-608.182	Undifferentiated
-849.757	-672.536	Baso
1886.443	-182.385	Monocyte
573.191	-1254.058	Neutrophil
2794.407	165.092	Monocyte
1911.144	-2134.878	Neutrophil
-1065.733	321.56	Undifferentiated
1561.218	-2208.414	Neutrophil
-843.908	-2133.649	Baso
491.516	-340.108	Undifferentiated
377.075	168.73	Undifferentiated
2437.233	-181.581	Monocyte
2177.315	-137.29	Monocyte
-952.981	-885.476	Baso
-1638.87	-852.669	Mast
-1302.727	214.625	Erythroid
2676.136	-1614.805	Neutrophil
2668.569	-1151.281	Neutrophil
3012.821	277.145	Monocyte
597.122	-634.929	Undifferentiated
1092.97	-299.463	Undifferentiated
-849.135	-680.261	Baso
1202.245	-307.662	Undifferentiated
-1840.715	-972.658	Mast
1508.687	-2191.341	Neutrophil
1165.992	-2080.424	Neutrophil
2377.882	-378.565	Monocyte
1746.647	-548.399	Undifferentiated
2544.756	-1943.411	Neutrophil
687.215	-525.897	Undifferentiated
885.592	-1899.34	Neutrophil
-1012.405	-1083.97	Baso
686.336	-379.75	Undifferentiated
3016.654	369.801	Monocyte
3016.63	510.178	Monocyte
1747.497	1377.246	Ccr7_DC
1522.852	-2201.678	Neutrophil
2894.067	404.546	Monocyte
1372.302	879.1	Undifferentiated
1739.083	-436.561	Monocyte
2614.19	-1916.043	Neutrophil
557.528	-852.908	Undifferentiated
990.189	-649.456	Undifferentiated
428.451	-103.386	Undifferentiated
841.627	-1832.859	Neutrophil
-1151.574	260.82	Undifferentiated
-85.396	698.514	Undifferentiated
-1683.829	627.498	Meg
2419.546	-386.342	Monocyte
-1119.482	482.696	Undifferentiated
2043.898	-2124.134	Neutrophil
2600.736	-1827.853	Neutrophil
610.231	-842.999	Undifferentiated
216.778	206.249	Undifferentiated
2030.977	-327.371	Monocyte
-1833.412	-961.639	Mast
-1268.955	232.149	Erythroid
1576.107	-2196.101	Neutrophil
-942.383	-907.376	Baso
-1144.639	290.447	Undifferentiated
-1010.294	-1287.841	Baso
2617.189	-1509.203	Neutrophil
2762.184	-1434.089	Neutrophil
674.22	-585.076	Undifferentiated
547.509	-949.666	Neutrophil
460.433	-41.71	Undifferentiated
-1407.805	174.647	Erythroid
1416.928	-2176.774	Neutrophil
3034.131	490.086	Monocyte
-1305.049	214.809	Erythroid
2992.157	258.219	Monocyte
821.338	-1738.168	Neutrophil
2725.718	-1847.384	Neutrophil
2843.122	-3.459	Monocyte
558.776	-968.708	Neutrophil
427.016	-10.047	Undifferentiated
2998.393	477.451	Monocyte
1251.102	-258.035	Undifferentiated
1008.716	-1888.4	Neutrophil
779.638	-1485.18	Neutrophil
2002.26	-2165.841	Neutrophil
2267.274	-2060.116	Neutrophil
2708.383	-1442.326	Neutrophil
-1103.915	-1666.672	Baso
925.95	-198.998	Undifferentiated
1172.885	-328.652	Undifferentiated
889.613	-1880.121	Neutrophil
2037.965	-533.219	Undifferentiated
389.961	-43.966	Undifferentiated
2862.554	2.718	Monocyte
2554.702	-1994.4	Neutrophil
-1004.602	47.844	Undifferentiated
2300.601	-323.311	Monocyte
2733.843	-1284.862	Neutrophil
2885.204	47.522	Monocyte
281.423	149.593	Undifferentiated
619.963	-702.67	Undifferentiated
271.329	-36.56	Undifferentiated
-1351.137	202.79	Erythroid
-989.137	-1077.446	Baso
2553.903	-573.173	Monocyte
-890.544	-1829.357	Baso
-1869.059	-991.201	Mast
986.71	-1954.131	Neutrophil
-1000.179	-1755.905	Baso
2704.297	-1663.438	Neutrophil
405.787	-137.648	Undifferentiated
889.077	-1849.43	Neutrophil
692.2	-955.289	Neutrophil
649.727	-425.177	Undifferentiated
2509.598	-594.767	Undifferentiated
1423.002	-2180.775	Neutrophil
-1078.952	-1818.864	Baso
-1040.983	-1243.332	Baso
2754.298	-1355.92	Neutrophil
2786.662	513.504	Monocyte
293.573	-616.283	Undifferentiated
543.372	-161.703	Undifferentiated
2030.4	-369.947	Monocyte
-1339.325	193.287	Erythroid
2468.795	-318.421	Monocyte
-1118.737	347.909	Undifferentiated
2905.974	262.894	Monocyte
1346.813	-2152.236	Neutrophil
2669.517	-1893.628	Neutrophil
327.642	-125.376	Undifferentiated
418.912	-647.382	Undifferentiated
1253.336	-2117.74	Neutrophil
-1502.472	572.246	Meg
2915.093	317.275	Monocyte
2713.128	-90.337	Monocyte
-1123.445	262.092	Undifferentiated
1888.088	-2118.226	Neutrophil
2453.66	-1989.175	Neutrophil
2245.89	-1790.299	Undifferentiated
613.644	-616.647	Undifferentiated
728.148	-455.085	Undifferentiated
-1805.036	-968.566	Mast
1728.791	-445.907	Monocyte
2792.958	114.758	Monocyte
-1860.175	-988.31	Mast
-934.201	-1372.838	Baso
2416.301	-623.545	Undifferentiated
460.068	-61.48	Undifferentiated
2956.199	680.842	Monocyte
-821.604	-1116.055	Undifferentiated
456.227	-120.619	Undifferentiated
684.195	-904.503	Neutrophil
1872.014	-323.053	Monocyte
-714.27	-1033.07	Undifferentiated
1807.858	-297.784	Monocyte
3008.699	544.18	Monocyte
1617.242	-2145.822	Neutrophil
-865.873	-2016.892	Baso
-976.303	-2044.818	Baso
544.129	-1040.691	Neutrophil
658.885	-1302.837	Neutrophil
-1035.867	-1191.93	Baso
1078.168	-2008.002	Neutrophil
1830.705	-271.72	Monocyte
-960.319	-2075.395	Baso
2923.92	176.487	Monocyte
2611.615	-153.822	Monocyte
-950.905	-1978.317	Baso
-994.742	-1905.346	Baso
2331.808	-1847.754	Neutrophil
-1727.997	-919.895	Mast
593.039	-608.337	Undifferentiated
766.148	-1653.435	Neutrophil
727.068	-1520.196	Neutrophil
-1182.113	275.365	Undifferentiated
1499.873	-2161.79	Neutrophil
-946.452	-2094.26	Baso
-986.494	-2022.041	Baso
1859.149	-2178.042	Neutrophil
1799.19	-177.489	Monocyte
792.066	-1656.345	Neutrophil
-1373.831	549.462	Meg
629.512	-1252.394	Neutrophil
2625.078	-316.834	Monocyte
543.369	-393.414	Undifferentiated
-951.257	-1957.909	Baso
-1545.454	-817.41	Mast
-1713.699	-919.035	Mast
1756.05	-2152.29	Neutrophil
2500.917	256.578	Monocyte
2762.547	451.395	Monocyte
785.401	-568.901	Undifferentiated
-931.412	482.9	Undifferentiated
1685.282	-1935.111	Undifferentiated
1354.449	-2154.187	Neutrophil
770.407	-1717.046	Neutrophil
2357.555	-296.691	Monocyte
-1821.574	-951.269	Mast
-1096.217	-1564.041	Baso
2359.336	-2010.074	Neutrophil
1019.288	-1980.991	Neutrophil
833.505	-645.041	Undifferentiated
-1049.747	-1377.568	Baso
2133.995	-479.055	Monocyte
2990.359	246.786	Monocyte
1299.747	-1920.593	Neutrophil
-1087.339	-1936.37	Baso
-1080.64	-1519.004	Baso
2965.755	287.801	Monocyte
775.483	109.173	Undifferentiated
702.929	184.535	Undifferentiated
2026.329	-442.725	Monocyte
-1888.19	-974.306	Mast
826.944	-1832.366	Neutrophil
1638.25	-2193.798	Neutrophil
2881.292	407.973	Monocyte
-970.868	-2103.118	Baso
337.045	74.665	Undifferentiated
595.889	-981.567	Neutrophil
588.8	-1001.976	Neutrophil
-1197.16	494.252	Undifferentiated
418.35	353.008	Undifferentiated
715.242	-1616.339	Neutrophil
-1170.882	517.813	Undifferentiated
2635.167	-211.02	Monocyte
2592.022	-353.639	Monocyte
-996.241	-1947.668	Baso
-1109.852	-1726.599	Baso
599.085	-1184.451	Neutrophil
692.437	-1441.918	Neutrophil
1422.623	-173.186	Monocyte
580.284	-206.732	Undifferentiated
412.213	-292.561	Undifferentiated
596.334	-1361.797	Neutrophil
2804.422	30.645	Monocyte
274.946	236.193	Undifferentiated
2580.647	-139.502	Monocyte
2359.781	-2004.615	Neutrophil
2720.692	-1180.772	Neutrophil
299.106	252.62	Undifferentiated
1755.01	-727.007	Undifferentiated
-495.889	-1731.309	Eos
1018.416	-496.37	Undifferentiated
-659.771	-434.637	Undifferentiated
636.809	-513.433	Undifferentiated
-1001.705	-2036.287	Baso
-1615.361	-839.46	Mast
2584.055	-1983.768	Neutrophil
2497.839	499.003	Monocyte
1934.367	-2147.667	Neutrophil
534.065	-1111.103	Neutrophil
1041.759	-424.404	Undifferentiated
-1523.824	-805.699	Mast
2962.633	242.292	Monocyte
-1132.461	376.797	Undifferentiated
-1201.016	-530.635	Undifferentiated
2624.681	-446.147	Undifferentiated
1728.435	-2180.454	Neutrophil
2411.719	-1996.896	Neutrophil
2632.577	-1893.296	Neutrophil
526.21	-461.158	Undifferentiated
716.437	-1534.758	Neutrophil
-1842.001	-989.654	Mast
-1394.445	-664.891	Mast
1331.109	-2146.173	Neutrophil
-1890.719	-1002.903	Mast
2918.85	35.292	Monocyte
1282.469	-2172.155	Neutrophil
2514.79	159.132	Monocyte
2299.837	-2089.663	Neutrophil
1332.667	-243.948	Undifferentiated
934.269	-374.832	Undifferentiated
1507.808	-2160.969	Neutrophil
-168.227	817.259	Undifferentiated
748.793	-1399.056	Neutrophil
2850.714	-22.999	Monocyte
933.326	1275.684	Undifferentiated
-689.854	-422.919	Undifferentiated
2114.483	-2103.799	Neutrophil
2177.812	-2082.046	Neutrophil
-1046.157	-1919.395	Baso
541.247	-222.457	Undifferentiated
739.699	-269.046	Undifferentiated
648.443	-655.018	Undifferentiated
1577.646	-2202.838	Neutrophil
1264.517	-2146.683	Neutrophil
-1563.073	-859.146	Mast
1616.059	-2209.191	Neutrophil
2681.998	-160.315	Monocyte
-1047.814	-1981.923	Baso
2650.424	-1659.1	Neutrophil
476.405	-1048.771	Neutrophil
756.437	-390.417	Undifferentiated
593.448	-1069.077	Neutrophil
2340.672	-121.372	Monocyte
1983.269	-351.999	Monocyte
2524.885	-334.37	Monocyte
770.465	-1246.389	Neutrophil
2587.22	-520.648	Undifferentiated
-1066.936	-1563.198	Baso
2385.668	-355.357	Monocyte
1804.07	-2178.378	Neutrophil
521.342	-564.681	Undifferentiated
2431.92	-531.128	Undifferentiated
-888.463	-848.482	Baso
648.44	551.937	Undifferentiated
778.922	-1654.954	Neutrophil
1185.042	-2048.948	Neutrophil
2628.561	-78.849	Monocyte
2246.289	391.058	Undifferentiated
2586.743	-1911.694	Neutrophil
2065.793	-1995.9	Undifferentiated
-967.73	-1985.594	Baso
661.322	-1141.323	Neutrophil
687.724	-1400.114	Neutrophil
580.509	-323.997	Undifferentiated
-1074.512	248.988	Undifferentiated
2651.242	-85.918	Monocyte
1436.553	-2183.931	Neutrophil
3010.25	542.796	Monocyte
-896.044	-1538.115	Baso
1398.815	-2171.97	Neutrophil
-1684.293	-841.441	Mast
2781.501	-4.668	Monocyte
444.87	-59.539	Undifferentiated
1024.158	-170.949	Undifferentiated
960.349	15.25	Undifferentiated
2868.801	166.864	Monocyte
762.883	-676.016	Undifferentiated
-865.031	413.794	Undifferentiated
-1886.016	786.859	Meg
1098.481	-2064.285	Neutrophil
-1085.208	-1501.477	Baso
2689.8	-1205.769	Neutrophil
555.163	-896.319	Neutrophil
212.393	204.703	Undifferentiated
-1585.36	-801.895	Mast
-1315.713	406.889	Undifferentiated
1773.815	-577.098	Undifferentiated
-1103.73	157.505	Undifferentiated
-1886.595	-963.203	Mast
2622.924	-504.269	Undifferentiated
-497.63	-1237.777	Eos
2691.495	-1279.425	Neutrophil
487.986	-311.661	Undifferentiated
252.194	522.583	Undifferentiated
1397.209	-220.236	Monocyte
-886.213	-789.372	Baso
2632.787	60.748	Monocyte
2976.132	409.324	Monocyte
1639.199	-2147.923	Neutrophil
-1278.791	239.743	Erythroid
-561.9	-1274.183	Eos
466.377	-62.881	Undifferentiated
1103.094	-1872.301	Neutrophil
1652.326	-2142.507	Neutrophil
1286.375	-2141.624	Neutrophil
1958.974	-341.706	Monocyte
1842.692	-2193.262	Neutrophil
2587.697	-224.73	Monocyte
462.218	-255.046	Undifferentiated
2011.366	-1907.992	Undifferentiated
2500.982	-1929.723	Neutrophil
730.153	-836.818	Undifferentiated
748.714	-1583.27	Neutrophil
632.402	-1335.279	Neutrophil
608.983	-1241.569	Neutrophil
2996.288	668.046	Monocyte
1510.539	-691.262	Undifferentiated
1126.797	-316.263	Undifferentiated
-1722.383	-905.31	Mast
2611.96	-506.32	Undifferentiated
-735.786	-1501.889	Eos
2071.733	-2110.269	Neutrophil
497.343	-301.01	Undifferentiated
696.969	-656.739	Undifferentiated
468.198	-134.11	Undifferentiated
1014.104	-155.765	Undifferentiated
2959.919	805.305	Undifferentiated
1774.803	-143.496	Monocyte
1100.721	-2030.036	Neutrophil
2450.97	-24.407	Monocyte
490.185	-231.072	Undifferentiated
490.709	-408.16	Undifferentiated
531.773	-610.122	Undifferentiated
-1528.542	589.57	Meg
2255.673	-2039.789	Neutrophil
1547.37	-168.4	Monocyte
1646.187	-2113.434	Neutrophil
2886.469	476.821	Monocyte
2743.481	-1504.221	Neutrophil
600.025	-421.816	Undifferentiated
605.313	-1132.52	Neutrophil
1394.08	-2187.452	Neutrophil
-1168.222	281.977	Undifferentiated
2520.858	-76.639	Monocyte
1050.76	-2002.395	Neutrophil
-1047.108	-1914.09	Baso
-1038.953	-1756.204	Baso
1203.807	-2097.249	Neutrophil
-1069.716	-1271.331	Baso
-1080.233	-1618.022	Baso
833.99	-233.274	Undifferentiated
-1389.666	556.807	Meg
7.558	623.893	Undifferentiated
-921.737	-847.543	Baso
3002.251	591.026	Monocyte
2592.294	-557.879	Undifferentiated
2875.98	286.43	Monocyte
2665.385	-161.952	Monocyte
888.889	-1862.201	Neutrophil
2762.065	186.015	Monocyte
-626.763	-131.543	Undifferentiated
472.072	-293.577	Undifferentiated
722.424	-1575.217	Neutrophil
2576.839	-361.976	Monocyte
-520.836	-154.304	Undifferentiated
2079.044	-368.317	Monocyte
2728.383	-233.776	Monocyte
-1566.786	291.476	Erythroid
-1863.18	-953.346	Mast
-1777.415	-926.41	Mast
1949.697	-2168.115	Neutrophil
2623.205	-1901.95	Neutrophil
522.07	-299.597	Undifferentiated
478.226	-766.275	Undifferentiated
1626.334	-174.653	Monocyte
-1004.758	-1032.847	Baso
-1839.401	-949.754	Mast
2150.118	-1072.77	Undifferentiated
-812.197	-2135.625	Baso
3015.597	293.489	Monocyte
2638.819	-1793.476	Neutrophil
262.113	663.15	Undifferentiated
-799.27	-652.093	Baso
1823.426	-127.087	Monocyte
-589.534	-264.723	Undifferentiated
983.315	-1939.275	Neutrophil
2878.251	78.052	Monocyte
2461.161	-340.438	Monocyte
2462.795	-479.951	Monocyte
376.552	-167.939	Undifferentiated
2337.05	-2061.413	Neutrophil
2127.775	-2112.224	Neutrophil
2815.084	-1507.64	Neutrophil
205.184	129.963	Undifferentiated
-1638.937	-879.59	Mast
-1315.203	219.242	Erythroid
-921.466	-877.852	Baso
2831.167	3.68	Monocyte
956.656	-1953.749	Neutrophil
1951.514	-2122.612	Neutrophil
-1054.263	-1883.371	Baso
2276.998	360.615	Undifferentiated
554.706	-597.843	Undifferentiated
537.895	-861.478	Undifferentiated
695.157	-1392.863	Neutrophil
2661.327	-388.979	Monocyte
1873.7	-302.216	Monocyte
2208.556	-1788.576	Undifferentiated
-1429.355	190.227	Erythroid
-878.875	-930.921	Baso
1498.038	-2176.257	Neutrophil
2489.376	-1954.427	Neutrophil
-1031.904	-1984.967	Baso
417.252	-55.149	Undifferentiated
1390.544	-461.272	Undifferentiated
1036.4	-1987.667	Neutrophil
822.428	201.495	Undifferentiated
-1063.446	-1273.913	Baso
2968.502	267.859	Monocyte
-1144.88	480.711	Undifferentiated
3011.498	595.074	Monocyte
2088.755	-2125.06	Neutrophil
2724.791	-1717.808	Neutrophil
707.08	-356.753	Undifferentiated
1008.351	-636.059	Undifferentiated
57.792	537.202	Undifferentiated
-735.818	-529.815	Undifferentiated
1687.929	-303.929	Monocyte
-492.736	-201.226	Undifferentiated
-1003.856	-1951.93	Baso
1620.696	-2095.928	Neutrophil
2875.608	361.499	Monocyte
845.606	-569.862	Undifferentiated
688.047	-1260.372	Neutrophil
834.774	-279.928	Undifferentiated
2412.535	-1197.502	Undifferentiated
-1648.099	-848.45	Mast
2939.112	232.896	Monocyte
2952.66	319.074	Monocyte
1812.607	-1773.824	Undifferentiated
2377.758	-1965.089	Neutrophil
2081.816	-2081.775	Neutrophil
-1760.855	-896.153	Mast
