Subject,Round,Phase,afterbreak,Schema,Schema_RT,Schema_OB,Schema_AS,Cho_1,Cho_2,Cho_3,Cho_4,RT_1,RT_2,RT_3,RT_4,OB_1,OB_2,OB_3,OB_4,AS_1,AS_2,AS_3,AS_4,schema_payoff,AC,performance,breakR,type,dwellmean_1,dwellmean_2,dwellmean_3,dwellmean_4
1,1,1,0,5,0.09,1,2,11,12,3,65,0.9900000000000005,0.7700000000000005,6.149999999999913,0.02,3,3,10,2,18,21,105,2,6,0.5,22,7,Hc,0.055,0.03666666666666667,0.05857142857142857,0.01
1,1,2,0,6,0.15,2,6,52,20,22,42,1.2500000000000007,1.400000000000001,0.25000000000000006,0.45000000000000023,4,2,2,2,26,24,5,10,4,0,21,7,Hc,0.04807692307692308,0.058333333333333334,0.049999999999999996,0.045
1,2,3,0,5,0.16,2,5,10,7,55,38,1.1400000000000006,0.02,0.9000000000000006,1.0800000000000007,4,1,3,3,24,1,13,16,6,0,21,7,Hc,0.0475,0.02,0.06923076923076923,0.0675
1,2,4,0,10,0.20000000000000004,2,7,116,24,22,112,1.670000000000001,0.08,0.4200000000000002,0.46000000000000024,4,1,4,2,34,1,7,8,6,0,16,7,Hc,0.04911764705882353,0.08,0.06000000000000001,0.057499999999999996
1,3,5,0,2,0.20000000000000004,4,8,21,78,43,60,1.2100000000000006,0.060000000000000005,1.2300000000000009,0.5600000000000003,6,1,4,2,27,1,26,9,3,0,18,7,Hc,0.04481481481481482,0.060000000000000005,0.04730769230769231,0.06222222222222223
1,3,6,0,9,0.16,2,5,68,1,6,67,1.1400000000000006,1.370000000000001,0.6600000000000004,0.36000000000000015,4,5,4,4,25,23,13,7,4,0,20,7,Hc,0.0456,0.059565217391304354,0.05076923076923077,0.05142857142857143
1,4,7,0,9,0.20000000000000004,2,6,67,42,9,47,1.1600000000000006,0.9900000000000007,1.1200000000000008,0.25000000000000006,6,3,4,2,20,19,24,5,4,0,20,7,Hc,0.058,0.05210526315789474,0.04666666666666667,0.05
1,4,8,0,7,0.08,2,2,86,93,49,87,0.9200000000000005,0.24000000000000007,1.320000000000001,0.01,4,4,6,1,13,7,18,1,3,0.5,13,7,Hc,0.07076923076923076,0.03428571428571429,0.07333333333333333,0.01
1,5,9,0,9,0.17,2,8,65,24,69,17,0.9500000000000005,0.8700000000000006,0.35000000000000014,0.18000000000000002,5,3,2,2,26,22,2,4,4,0,20,7,Hc,0.03653846153846154,0.03954545454545454,0.17500000000000002,0.045
1,5,10,0,7,0.17,3,3,87,89,3,2,1.630000000000001,0.12999999999999998,1.290000000000001,0.16,5,2,5,2,29,3,24,3,3,0,18,7,Hc,0.05620689655172414,0.043333333333333335,0.05375,0.05333333333333334
1,6,11,0,1,0.16,2,5,35,25,17,34,1.2600000000000007,0.04,0.5100000000000002,0.07,8,1,2,1,28,1,10,1,5,0.5,21,7,Hc,0.045,0.04,0.051000000000000004,0.07
1,6,12,0,5,0.25000000000000006,2,9,2,49,85,60,1.700000000000001,0.6300000000000003,0.7500000000000004,0.21000000000000005,4,2,2,3,25,12,11,4,6,0,17,7,Hc,0.068,0.0525,0.06818181818181818,0.0525
1,7,13,1,4,0.25000000000000006,3,8,100,102,12,97,1.0000000000000004,0.5300000000000002,0.13999999999999999,0.20000000000000004,6,2,3,2,22,11,5,3,2,0.5,12,7,Hc,0.045454545454545456,0.04818181818181818,0.028,0.06666666666666667
1,7,14,1,2,0.07,2,3,73,76,79,44,0.6800000000000004,0.36000000000000015,0.4300000000000002,0.35000000000000014,4,2,2,2,10,3,8,7,3,0.5,14,7,Hc,0.068,0.12000000000000001,0.05375,0.05
