DDX58
PIK3IP1
NFkB1
IL6
cGAS
TMEM173
TBK1
IKBKE
ZBP1
TREX1
GTF2IRD2
ANO4
IRF3
IRF7
RIPK3
IKBKB
IKBKG
CHUK
NFKBIB
CCL4
CCL5
CXCL10
TP53BP1
AIM2
SLC7A10
CASP1
IL1B
IL18
IL33
DHX36
DHX9
MYD88
LRRFIP1
CTNNB1
EP300
DDX58
DDX58
MAVS
DDX41
MRE11A
IFI16
XRCC6
IRF1
UBE2M
HSP90AA1
ARHGEF7
RELA
CREBBP
RNF5
IRAK4
TRAF3
TRAF6
TLR9
IRAK1
CASP1P2
TAB2
NR2C2
HAVCR2 
SOX2
