Subject,a_schema,h_schema,Beta_N,Beta_Var,a_generic,h_generic,Beta_gN,Beta_gVar,w,Phi,decay_speed,decay_speed_thres,thres_item_inter,thres_item_final,thres_schema,theta_shift,timevar,modeltimestep
1,6.06,2191,0.5994294204749167,0.26,8.2,2199,0.9075616356378887,0.61,0.45977084971964366,9.324916755547747,0.8514930718326942,0.9152730850023217,6.96,11.428903633682058,9.353080008353572,23,1.43,0.01
2,6.06,2191,0.6395821961574256,0.26,8.2,2199,0.8615871729885693,0.61,0.23571950383484364,26.592786986380816,0.8839765936958138,0.9546769893248566,6.96,375.6061580529902,42.98207658005413,16,1.43,0.01
3,6.06,2191,0.3889361979439855,0.26,8.2,2199,0.9524558063508012,0.61,0.7936836298555136,58.656148568494245,0.8699378460035659,0.9471861296715215,6.96,368.6036170464009,38.38015064940555,43,1.43,0.01
4,6.06,2191,0.2714564633090049,0.26,8.2,2199,0.8004273953442462,0.61,0.12076280526816846,82.94724070467055,0.8081205676349346,0.9501968618344981,6.96,196.7245772451628,21.056515121716075,35,1.43,0.01
5,6.06,2191,0.6504610600415617,0.26,8.2,2199,0.3891221512362827,0.61,0.34870368596166373,97.9594201806467,0.9920680989958346,0.965456923639169,6.96,387.4507617375348,44.344450835254975,14,1.43,0.01
6,6.06,2191,0.45912278317846356,0.26,8.2,2199,0.5123205359589774,0.61,0.6779075037688017,88.7091449003201,0.8417507282134612,0.9693493553863373,6.96,286.90866269269026,28.66936634486774,20,1.43,0.01
7,6.06,2191,0.1945612621959299,0.26,8.2,2199,0.20911280319094658,0.61,0.5559894513338804,29.07702562608756,0.9161666713994928,0.9046515027971472,6.96,438.802266558446,53.716622196661774,8,1.43,0.01
8,6.06,2191,0.5374655956868082,0.26,8.2,2199,0.4700280124892015,0.61,0.5181326603516937,21.186251401901245,0.8039697723451537,0.9530030852935742,6.96,337.92552076391877,54.22246658348013,66,1.43,0.01
9,6.06,2191,0.6258311606943607,0.26,8.2,2199,0.4411032828427851,0.61,0.5396689286455513,13.995873442851007,0.8427386074119714,0.9339414856822695,6.96,340.16879567028957,34.970693016890436,28,1.43,0.01
10,6.06,2191,0.12400585855357349,0.26,8.2,2199,0.9436417829706334,0.61,0.4976231379434467,50.96376394876279,0.8994578727460467,0.9549307240848429,6.96,168.15630184202456,17.608875711099245,41,1.43,0.01
11,6.06,2191,0.24090044302865862,0.26,8.2,2199,0.6141142292858567,0.61,0.7410200452432036,81.92511522420682,0.8394456603482832,0.9892931798736099,6.96,62.773104815650726,46.40915008180309,37,1.43,0.01
12,6.06,2191,0.5502794342115521,0.26,8.2,2199,0.6532295640883967,0.61,0.1769914209842682,15.379085421562195,0.8787969142387155,0.9667222533111927,6.96,115.15229370272718,53.509114458283875,55,1.43,0.01
13,6.06,2191,0.23126871078275144,0.26,8.2,2199,0.19328308874787764,0.61,0.7283610893413425,1.9914995338767767,0.8871922060833313,0.9303978813278955,6.96,203.96136128143408,34.12563644896727,5,1.43,0.01
14,6.06,2191,0.17808398394845426,0.26,8.2,2199,0.44325980672077275,0.61,0.16752021200954914,63.11551775597036,0.9937507456284947,0.9796413923646323,6.96,497.4332838579081,7.8975432913866825,39,1.43,0.01
15,6.06,2191,0.42390208444558086,0.26,8.2,2199,0.7799809150618967,0.61,0.8551018485799432,99.18471814296208,0.9874944643597119,0.9146700973883272,6.96,467.1741487698164,33.48223092907574,21,1.43,0.01
16,6.06,2191,0.3132743739057332,0.26,8.2,2199,0.9293904493749142,0.61,0.36350558288395407,61.53548587067053,0.8815298661270645,0.9696741590187885,6.96,140.5162290797569,21.199876288708765,38,1.43,0.01
17,6.06,2191,0.29350646496750415,0.26,8.2,2199,0.9156200292024296,0.61,0.868836709111929,47.102635502349585,0.9166913347477094,0.9369744814436417,6.96,472.31772698336283,16.513121814641636,30,1.43,0.01
18,6.06,2191,0.3639699458144605,0.26,8.2,2199,0.9234437334344257,0.61,0.8789349129423499,30.842623671516776,0.8120714326121379,0.9643481532521546,6.96,80.8560720745474,25.858892601332627,72,1.43,0.01
19,6.06,2191,0.6850942773278802,0.26,8.2,2199,0.9264501997262705,0.61,0.1892263339832425,55.41592101776041,0.8713900924811606,0.9443728803629056,6.96,225.8225421522744,20.3101610239828,73,1.43,0.01
20,6.06,2191,0.2322147557977587,0.26,8.2,2199,0.47211305231391454,0.61,0.575537533685565,85.4522986151278,0.8482441926468164,0.9407168014480267,6.96,323.1558539181948,47.8878051621723,9,1.43,0.01
21,6.06,2191,0.6584046366158872,0.26,8.2,2199,0.17247931496496313,0.61,0.6658152179792524,78.57642726507038,0.980141861456912,0.9760584936544765,6.96,338.8972045348957,16.16664378234418,67,1.43,0.01
22,6.06,2191,0.16444898126646879,0.26,8.2,2199,0.27097518811863847,0.61,0.22175684105604887,37.72890425357036,0.8612132930627558,0.9395027721456718,6.96,225.06697559254243,22.603764798026532,14,1.43,0.01
23,6.06,2191,0.26206550681963564,0.26,8.2,2199,0.9943494224778843,0.61,0.5643663158640265,64.37893110071309,0.9557582382687833,0.9035763679104858,6.96,102.11564943697303,31.130455592414364,21,1.43,0.01
24,6.06,2191,0.6455687838606536,0.26,8.2,2199,0.9055027860943228,0.61,0.2825677614659071,30.341539435088634,0.9219023564106319,0.9128514894295949,6.96,19.28913837801665,47.35712662432343,44,1.43,0.01
25,6.06,2191,0.5122930974699557,0.26,8.2,2199,0.7959106970382854,0.61,0.8305572612211108,60.49384862091392,0.9689682475097943,0.9410528687154874,6.96,14.681875567464157,23.741913884528913,41,1.43,0.01
26,6.06,2191,0.38885791948996484,0.26,8.2,2199,0.1425980886835605,0.61,0.8135216228663922,65.97522234427743,0.8047968188433443,0.9686818504678085,6.96,357.4875602851156,22.072720325668342,66,1.43,0.01
27,6.06,2191,0.29061089432798326,0.26,8.2,2199,0.5614810178515036,0.61,0.2749862203374505,88.18030643067323,0.9119185867940541,0.9213888582300861,6.96,214.08735094880686,12.71033858973533,72,1.43,0.01
28,6.06,2191,0.5045775398146362,0.26,8.2,2199,0.10311065878602677,0.61,0.353331059589982,66.65338599053212,0.856049928949913,0.907219760645181,6.96,475.6452627998777,25.658575388602912,18,1.43,0.01
29,6.06,2191,0.3576718224678188,0.26,8.2,2199,0.07013797450670972,0.61,0.4906585153192282,4.017975353170186,0.8822505646864884,0.9738775062637869,6.96,354.26549209994266,39.07725505356211,52,1.43,0.01
30,6.06,2191,0.5505161740817129,0.26,8.2,2199,0.7217492910495493,0.61,0.24415900744497776,43.5611828872934,0.9742717622506898,0.9555747909264174,6.96,330.7289336726535,41.015823067573365,7,1.43,0.01
31,6.06,2191,0.396101344935596,0.26,8.2,2199,0.8041806801813655,0.61,0.350624011643231,66.6111344511155,0.8650734063063283,0.9063686584022362,6.96,296.255956005957,40.368928094860166,55,1.43,0.01
32,6.06,2191,0.4321095029357821,0.26,8.2,2199,0.28168400143133476,0.61,0.7381749428808689,15.704152495134622,0.9104582718359306,0.9466651701175142,6.96,180.6625251168385,16.52484795678174,15,1.43,0.01
33,6.06,2191,0.3959480041638017,0.26,8.2,2199,0.8776923460436519,0.61,0.18448793031275273,75.58821596414782,0.8329898350476288,0.9787964113187044,6.96,306.3701725493185,26.969856372103095,59,1.43,0.01
34,6.06,2191,0.22996524940244853,0.26,8.2,2199,0.8014218207742088,0.61,0.7264707129448652,84.83474362222478,0.8184116516544019,0.9042060570765753,6.96,421.2946222220082,43.51805357192643,49,1.43,0.01
35,6.06,2191,0.19515403276309373,0.26,8.2,2199,0.21716186400083826,0.61,0.1820692552253604,11.125307699665427,0.8577163959022146,0.9815474319343921,6.96,138.69832100705244,20.540944630629383,43,1.43,0.01
36,6.06,2191,0.1369829611852765,0.26,8.2,2199,0.7955915679542813,0.61,0.11515080351382495,25.7874992035795,0.9044599093189463,0.9822099315638189,6.96,60.762806846527376,14.78093921369873,37,1.43,0.01
37,6.06,2191,0.40047583505511286,0.26,8.2,2199,0.2707728308124933,0.61,0.47243268024176366,30.14496508263983,0.9677355636898428,0.9027805731820409,6.96,464.08135999045334,12.522161925153341,19,1.43,0.01
38,6.06,2191,0.35817113718949256,0.26,8.2,2199,0.6419397735407111,0.61,0.22028872910887004,98.86223878082819,0.9819682415788993,0.9850935075965245,6.96,72.95342919281683,30.529949603776913,9,1.43,0.01
39,6.06,2191,0.37387021048925817,0.26,8.2,2199,0.3953581893162336,0.61,0.12790056504309177,63.11132883699611,0.9242996489913203,0.9935380376160611,6.96,197.27891017030925,19.60815543186618,64,1.43,0.01
40,6.06,2191,0.28580480604432523,0.26,8.2,2199,0.27408819444314575,0.61,0.600342932716012,73.23073318740353,0.8690003069604282,0.9325144693390467,6.96,176.16318178842775,21.80360696313437,56,1.43,0.01
41,6.06,2191,0.25571567271836104,0.26,8.2,2199,0.10711242530820891,0.61,0.2782018391415477,25.428203385788947,0.8123671060055495,0.9936592268245295,6.96,55.1411995508708,24.61093253456056,14,1.43,0.01
42,6.06,2191,0.3088467029854655,0.26,8.2,2199,0.4565383429941721,0.61,0.8456147598102689,92.1036319450941,0.8216746597161982,0.9891268153188284,6.96,480.641311105201,8.359114828170277,48,1.43,0.01
43,6.06,2191,0.3040671719238162,0.26,8.2,2199,0.2974668285746593,0.61,0.3316079869866371,75.2424726926256,0.9732825237722136,0.9389924293910153,6.96,90.49420990031211,32.25674455257831,64,1.43,0.01
44,6.06,2191,0.39956022514961664,0.26,8.2,2199,0.9311295118152629,0.61,0.7354219568893313,76.3086099436041,0.9594358614238445,0.9465345100981649,6.96,106.54342966382391,27.031427177309524,14,1.43,0.01
45,6.06,2191,0.19083220069296658,0.26,8.2,2199,0.6170654301047325,0.61,0.7424812043085695,66.37171877291985,0.8025476496466436,0.9170425589906518,6.96,110.62040625214576,12.437094478635117,30,1.43,0.01
46,6.06,2191,0.17023885687813162,0.26,8.2,2199,0.35120005763554946,0.61,0.6127035358920694,62.34990173042752,0.8843273615043145,0.923605480844155,6.96,251.01458554104903,41.51348411012441,39,1.43,0.01
47,6.06,2191,0.3539856994990259,0.26,8.2,2199,0.7921135889124126,0.61,0.5413670539855957,69.02431436046027,0.911836515928153,0.9624524016701617,6.96,392.0648947726935,14.164165910799056,46,1.43,0.01
48,6.06,2191,0.11133724334649742,0.26,8.2,2199,0.10387756378063932,0.61,0.5712895980104804,2.7058927768375725,0.9062139279956464,0.9734110098250676,6.96,183.5787990890909,31.29998586786678,69,1.43,0.01
49,6.06,2191,0.32402871106751263,0.26,8.2,2199,0.42143788090278395,0.61,0.7421837758272887,53.708378051640466,0.9403347085779533,0.9968003255082294,6.96,103.41402539499103,52.53241589071695,43,1.43,0.01
50,6.06,2191,0.27515964400954546,0.26,8.2,2199,0.83659164423123,0.61,0.3987728690728546,53.54409357300028,0.9226506720250472,0.9069509985619225,6.96,271.3849642294925,26.466499994508922,70,1.43,0.01
51,6.06,2191,0.13642440289258956,0.26,8.2,2199,0.17318927606078796,0.61,0.7230827307328582,19.007977968780324,0.8691916979998351,0.9502486195899547,6.96,151.40564142875374,36.07008443196537,44,1.43,0.01
52,6.06,2191,0.21327397180721164,0.26,8.2,2199,0.967326491401298,0.61,0.8547255521640181,30.619099723408,0.8719651123404037,0.9206851119592321,6.96,454.4049980456475,48.46117078617681,8,1.43,0.01
53,6.06,2191,0.5702485957182943,0.26,8.2,2199,0.1466414925402496,0.61,0.6158069521188736,66.51865223422647,0.9889471510499716,0.9238836316794623,6.96,185.53849037638867,36.51353911368642,28,1.43,0.01
54,6.06,2191,0.6403784910682588,0.26,8.2,2199,0.5586937489474658,0.61,0.7519251113757491,91.61948990705423,0.916290828282712,0.9042294018231333,6.96,242.9208218349144,46.23329453985207,44,1.43,0.01
55,6.06,2191,0.16930476459674537,0.26,8.2,2199,0.2928854429561179,0.61,0.5795493176206946,49.448048854013905,0.9482835716358387,0.9624841358950361,6.96,462.2538387602661,18.675852818298154,70,1.43,0.01
56,6.06,2191,0.14475829927250744,0.26,8.2,2199,0.9799054660270922,0.61,0.31045214235782626,99.52879866282456,0.9074945887874346,0.9180992222267669,6.96,127.1151970396284,28.68600333406357,45,1.43,0.01
57,6.06,2191,0.26132798930630086,0.26,8.2,2199,0.8722108655034099,0.61,0.6969831090420484,35.04298856202513,0.8122318655950949,0.9575648040189408,6.96,131.37776629948058,17.725557883793954,39,1.43,0.01
58,6.06,2191,0.15249846214428545,0.26,8.2,2199,0.9425415473999456,0.61,0.7954045418649912,93.89227655925788,0.8717609004604164,0.9792795619431418,6.96,453.1366378067061,22.029085460002534,39,1.43,0.01
